INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING
367	m01_状态动作9_yangfengyinwei	m01_状态动作9_yangfengyinwei	m01_状态动作9_yangfengyinwei	m01_状态动作9_yangfengyinwei	m01_状态动作9_yangfengyinwei	m01_状态动作9_yangfengyinwei	m01_状态动作9_yangfengyinwei	m01_状态动作9_yangfengyinwei	m01_状态动作9_yangfengyinwei	1	-1	阳奉阴违攻击	
368	m01_普通攻击01_kongshou	m01_攻击动作91_yanggetianjun	m01_攻击动作91_yanggetianjun	m01_攻击动作47_yanggetianjun	m01_攻击动作69_yanggetianjun	m01_攻击动作91_yanggetianjun	m01_huan_攻击动作47_yanggetianjun	m01_扇子_攻击动作69_yanggetianjun	m01_攻击动作69_yanggetianjun	0	-1	m01_攻击动作69_yanggetianjun	npc_attack
369	m01_普通攻击01_kongshou	m01_攻击动作92_yangchunbaixue	m01_攻击动作92_yangchunbaixue	m01_攻击动作58_yangchunbaixue	m01_攻击动作20_yangchunbaixue	m01_攻击动作92_yangchunbaixue	m01_huan_攻击动作58_yangchunbaixue	m01_扇子_攻击动作20_yangchunbaixue	m01_攻击动作20_yangchunbaixue	0	-1	m01_攻击动作20_yangchunbaixue	npc_attack
370	m01_聚气动作10_taxuewuhen	m01_聚气动作10_taxuewuhen	m01_聚气动作10_taxuewuhen	m01_聚气动作10_taxuewuhen	m01_聚气动作10_taxuewuhen	m01_聚气动作10_taxuewuhen	m01_聚气动作10_taxuewuhen	m01_聚气动作10_taxuewuhen	m01_聚气动作10_taxuewuhen	0	-1	m01_聚气动作10_taxuewuhen	npc_attack
371	m01_状态动作10_taxuewuhen	m01_状态动作10_taxuewuhen	m01_状态动作10_taxuewuhen	m01_状态动作10_taxuewuhen	m01_状态动作10_taxuewuhen	m01_状态动作10_taxuewuhen	m01_状态动作10_taxuewuhen	m01_状态动作10_taxuewuhen	m01_状态动作10_taxuewuhen	0	-1	m01_状态动作10_taxuewuhen	npc_attack
372	m01_状态动作10_guixigong	m01_状态动作10_guixigong	m01_状态动作10_guixigong	m01_状态动作10_guixigong	m01_状态动作10_guixigong	m01_状态动作10_guixigong	m01_状态动作10_guixigong	m01_状态动作10_guixigong	m01_状态动作10_guixigong	1	-1	m01_状态动作10_guixigong	npc_attack
373	m01_状态动作10_chunwangchihan	m01_状态动作10_chunwangchihan	m01_状态动作10_chunwangchihan	m01_状态动作10_chunwangchihan	m01_状态动作10_chunwangchihan	m01_状态动作10_chunwangchihan	m01_状态动作10_chunwangchihan	m01_状态动作10_chunwangchihan	m01_状态动作10_chunwangchihan	1	-1	m01_状态动作10_chunwangchihan	npc_attack
374	m01_聚气动作12_shimianmaifu	m01_聚气动作12_shimianmaifu	m01_聚气动作12_shimianmaifu	m01_聚气动作12_shimianmaifu	m01_聚气动作12_shimianmaifu	m01_聚气动作12_shimianmaifu	m01_聚气动作12_shimianmaifu	m01_聚气动作12_shimianmaifu	m01_聚气动作12_shimianmaifu	0	-1	m01_聚气动作12_shimianmaifu	npc_attack
375	m01_状态动作10_shimianmaifu	m01_状态动作10_shimianmaifu	m01_状态动作10_shimianmaifu	m01_状态动作10_shimianmaifu	m01_状态动作10_shimianmaifu	m01_状态动作10_shimianmaifu	m01_状态动作10_shimianmaifu	m01_状态动作10_shimianmaifu	m01_状态动作10_shimianmaifu	0	-1	m01_状态动作10_shimianmaifu	npc_attack
376	m01_状态动作10_yuezudaipao	m01_状态动作10_yuezudaipao	m01_状态动作10_yuezudaipao	m01_状态动作10_yuezudaipao	m01_状态动作10_yuezudaipao	m01_状态动作10_yuezudaipao	m01_状态动作10_yuezudaipao	m01_状态动作10_yuezudaipao	m01_状态动作10_yuezudaipao	1	-1	m01_状态动作10_yuezudaipao	npc_attack
377	m01_状态动作9_guiqulaixi	m01_状态动作9_guiqulaixi	m01_状态动作9_guiqulaixi	m01_状态动作9_guiqulaixi	m01_状态动作9_guiqulaixi	m01_状态动作9_guiqulaixi	m01_状态动作9_guiqulaixi	m01_状态动作9_guiqulaixi	m01_状态动作9_guiqulaixi	1	-1	m01_状态动作9_guiqulaixi	npc_attack
378	m01_攻击动作85_pingxuyufeng	m01_攻击动作85_pingxuyufeng	m01_攻击动作85_pingxuyufeng	m01_攻击动作40_pingxuyufeng	m01_攻击动作63_pingxuyufeng	m01_攻击动作85_pingxuyufeng	m01_huan_攻击动作40_pingxuyufeng	m01_攻击动作63_pingxuyufeng	m01_攻击动作63_pingxuyufeng	0	-1	m01_攻击动作63_pingxuyufeng	npc_attack
379	m01_状态动作9_jingyingchenbi	m01_状态动作9_jingyingchenbi	m01_状态动作9_jingyingchenbi	m01_状态动作9_jingyingchenbi	m01_状态动作9_jingyingchenbi	m01_状态动作9_jingyingchenbi	m01_状态动作9_jingyingchenbi	m01_状态动作9_jingyingchenbi	m01_状态动作9_jingyingchenbi	1	-1	m01_状态动作9_jingyingchenbi	npc_attack
380	m01_状态动作9_daxiangwuxing	m01_状态动作9_daxiangwuxing	m01_状态动作9_daxiangwuxing	m01_状态动作9_daxiangwuxing	m01_状态动作9_daxiangwuxing	m01_状态动作9_daxiangwuxing	m01_状态动作9_daxiangwuxing	m01_状态动作9_daxiangwuxing	m01_状态动作9_daxiangwuxing	1	-1	m01_状态动作9_daxiangwuxing	npc_attack
381	m01_普通攻击01_kongshou	m01_攻击动作2_haoyueqianli	m01_攻击动作2_haoyueqianli	m01_攻击动作49_haoyueqianli	m01_攻击动作71_haoyueqianli	m01_攻击动作2_haoyueqianli	m01_huan_攻击动作49_haoyueqianli	m01_攻击动作71_haoyueqianli	m01_攻击动作71_haoyueqianli	0	-1	m01_攻击动作71_haoyueqianli	npc_attack
382	m01_普通攻击01_kongshou	m01_攻击动作94_wangyangxingtan	m01_攻击动作94_wangyangxingtan	m01_攻击动作50_wangyangxingtan	m01_攻击动作72_wangyangxingtan	m01_攻击动作94_wangyangxingtan	m01_huan_攻击动作50_wangyangxingtan	m01_扇子_攻击动作72_wangyangxingtan	m01_攻击动作72_wangyangxingtan	0	-1	m01_攻击动作72_wangyangxingtan	npc_attack
383	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	0	-1	npc_attack	npc_attack
384	m01_普通攻击01_kongshou	m01_攻击动作95_hudiezhen	m01_攻击动作95_hudiezhen	m01_攻击动作51_hudiezhen	m01_攻击动作73_hudiezhen	m01_攻击动作95_hudiezhen	m01_攻击动作51_hudiezhen	m01_攻击动作73_hudiezhen	m01_攻击动作73_hudiezhen	0	-1	m01_攻击动作73_hudiezhen	npc_attack
385	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	0	-1	八门金锁聚气	
386	m01_状态动作11_bamenjinsuo	m01_状态动作11_bamenjinsuo	m01_状态动作11_bamenjinsuo	m01_状态动作11_bamenjinsuo	m01_状态动作11_bamenjinsuo	m01_状态动作11_bamenjinsuo	m01_状态动作11_bamenjinsuo	m01_状态动作11_bamenjinsuo	m01_状态动作11_bamenjinsuo	0	-1	八门金锁攻击	
387	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	0	-1	m01_聚气动作3_xianjing	npc_attack
388	m01_状态动作11_yizichangshe	m01_状态动作11_yizichangshe	m01_状态动作11_yizichangshe	m01_状态动作11_yizichangshe	m01_状态动作11_yizichangshe	m01_状态动作11_yizichangshe	m01_状态动作11_yizichangshe	m01_状态动作11_yizichangshe	m01_状态动作11_yizichangshe	0	-1	m01_状态动作11_yizichangshe	npc_attack
389	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	0	-1	m01_聚气动作3_xianjing	npc_attack
390	m01_状态动作11_taiyisancai	m01_状态动作11_taiyisancai	m01_状态动作11_taiyisancai	m01_状态动作11_taiyisancai	m01_状态动作11_taiyisancai	m01_状态动作11_taiyisancai	m01_状态动作11_taiyisancai	m01_状态动作11_taiyisancai	m01_状态动作11_taiyisancai	0	-1	m01_状态动作11_taiyisancai	npc_attack
391	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	m01_聚气动作3_xianjing	0	-1	m01_聚气动作3_xianjing	npc_attack
392	m01_状态动作11_bazhentu	m01_状态动作11_bazhentu	m01_状态动作11_bazhentu	m01_状态动作11_bazhentu	m01_状态动作11_bazhentu	m01_状态动作11_bazhentu	m01_状态动作11_bazhentu	m01_状态动作11_bazhentu	m01_状态动作11_bazhentu	0	-1	m01_状态动作11_bazhentu	npc_attack
393	m01_挥左手_huoyanjinjing	m01_挥左手_huoyanjinjing	m01_挥左手_huoyanjinjing	m01_挥左手_huoyanjinjing	m01_挥左手_huoyanjinjing	m01_挥左手_huoyanjinjing	m01_挥左手_huoyanjinjing	m01_挥左手_huoyanjinjing	m01_挥左手_huoyanjinjing	1	-1	m01_挥左手_huoyanjinjing	npc_attack
394	m01_状态动作9_zhongmiaozhimen	m01_状态动作9_zhongmiaozhimen	m01_状态动作9_zhongmiaozhimen	m01_状态动作9_zhongmiaozhimen	m01_状态动作9_zhongmiaozhimen	m01_状态动作9_zhongmiaozhimen	m01_状态动作9_zhongmiaozhimen	m01_状态动作9_zhongmiaozhimen	m01_状态动作9_zhongmiaozhimen	1	-1	m01_状态动作9_zhongmiaozhimen	npc_attack
395	m01_状态动作9_shenguanglihe	m01_状态动作9_shenguanglihe	m01_状态动作9_shenguanglihe	m01_状态动作9_shenguanglihe	m01_状态动作9_shenguanglihe	m01_状态动作9_shenguanglihe	m01_状态动作9_shenguanglihe	m01_状态动作9_shenguanglihe	m01_状态动作9_shenguanglihe	1	-1	m01_状态动作9_shenguanglihe	npc_attack
396	m01_状态动作9_lingboweibu	m01_状态动作9_lingboweibu	m01_状态动作9_lingboweibu	m01_状态动作9_lingboweibu	m01_状态动作9_lingboweibu	m01_状态动作9_lingboweibu	m01_状态动作9_lingboweibu	m01_状态动作9_lingboweibu	m01_状态动作9_lingboweibu	1	-1	m01_状态动作9_lingboweibu	npc_attack
397	m01_普通攻击01_kongshou	m01_攻击动作96_lvshuangbingzhi	m01_攻击动作96_lvshuangbingzhi	m01_攻击动作11_lvshuangbingzhi	m01_攻击动作11_lvshuangbingzhi	m01_攻击动作96_lvshuangbingzhi	m01_huan_攻击动作11_lvshuangbingzhi	m01_攻击动作11_lvshuangbingzhi	m01_攻击动作11_lvshuangbingzhi	0	-1	m01_攻击动作11_lvshuangbingzhi	npc_attack
398	m01_状态动作9_yuqinguzong	m01_状态动作9_yuqinguzong	m01_状态动作9_yuqinguzong	m01_状态动作9_yuqinguzong	m01_状态动作9_yuqinguzong	m01_状态动作9_yuqinguzong	m01_状态动作9_yuqinguzong	m01_状态动作9_yuqinguzong	m01_状态动作9_yuqinguzong	1	-1	m01_状态动作9_yuqinguzong	npc_attack
399	m01_状态动作9_tuibisanshe	m01_状态动作9_tuibisanshe	m01_状态动作9_tuibisanshe	m01_状态动作9_tuibisanshe	m01_状态动作9_tuibisanshe	m01_状态动作9_tuibisanshe	m01_状态动作9_tuibisanshe	m01_状态动作9_tuibisanshe	m01_状态动作9_tuibisanshe	1	-1	m01_状态动作9_tuibisanshe	npc_attack
400	m01_普通攻击01_kongshou	m01_聚气动作10_danfengchaoyang	m01_聚气动作10_danfengchaoyang	m01_聚气动作5_danfengchaoyang	m01_聚气动作7_danfengchaoyang	m01_聚气动作10_danfengchaoyang	m01_聚气动作5_danfengchaoyang	m01_聚气动作7_danfengchaoyang	m01_聚气动作7_danfengchaoyang	0	-1	m01_聚气动作7_danfengchaoyang	npc_attack
401	m01_状态动作9_zhaosanmusi	m01_状态动作9_zhaosanmusi	m01_状态动作9_zhaosanmusi	m01_状态动作9_zhaosanmusi	m01_状态动作9_zhaosanmusi	m01_状态动作9_zhaosanmusi	m01_状态动作9_zhaosanmusi	m01_状态动作9_zhaosanmusi	m01_状态动作9_zhaosanmusi	0	-1	m01_状态动作9_zhaosanmusi	npc_attack
402	m01_普通攻击01_kongshou	m01_攻击动作97_yihubaiying	m01_攻击动作97_yihubaiying	m01_攻击动作52_yihubaiying	m01_攻击动作75_yihubaiying	m01_攻击动作97_yihubaiying	m01_攻击动作52_yihubaiying	m01_扇子_攻击动作75_yihubaiying	m01_攻击动作75_yihubaiying	0	-1	m01_攻击动作75_yihubaiying	npc_attack
403	m01_聚气动作3_shengmingshengquan	m01_聚气动作3_shengmingshengquan	m01_聚气动作3_shengmingshengquan	m01_聚气动作3_shengmingshengquan	m01_聚气动作3_shengmingshengquan	m01_聚气动作3_shengmingshengquan	m01_聚气动作3_shengmingshengquan	m01_聚气动作3_shengmingshengquan	m01_聚气动作3_shengmingshengquan	1	-1	m01_聚气动作3_shengmingshengquan	npc_attack
404	m01_聚气动作1_chujizhiliao	m01_聚气动作1_chujizhiliao	m01_聚气动作1_chujizhiliao	m01_聚气动作1_chujizhiliao	m01_聚气动作1_chujizhiliao	m01_聚气动作1_chujizhiliao	m01_聚气动作1_chujizhiliao	m01_聚气动作1_chujizhiliao	m01_聚气动作1_chujizhiliao	1	-1	初级治疗	初级治疗
405	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	0	-1	轻功2a	轻功2a
406	m01轻功2b	m01轻功2b	m01轻功2b	m01轻功2b	m01轻功2b	m01轻功2b	m01轻功2b	m01轻功2b	m01轻功2b	0	-1	轻功2b	轻功2b
407	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	0	-1	轻功2c	轻功2c
408	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	0	-1	轻功3a	轻功3a
409	m01轻功3b	m01轻功3b	m01轻功3b	m01轻功3b	m01轻功3b	m01轻功3b	m01轻功3b	m01轻功3b	m01轻功3b	0	-1	轻功3b	轻功3b
410	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	0	-1	轻功3c	轻功3c
411	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	0	-1	轻功4a	轻功4a
412	m01轻功4b	m01轻功4b	m01轻功4b	m01轻功4b	m01轻功4b	m01轻功4b	m01轻功4b	m01轻功4b	m01轻功4b	0	-1	轻功4b	轻功4b
413	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	0	-1	轻功4c	轻功4c
414	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	0	-1	轻功5a	轻功5a
415	m01轻功5b	m01轻功5b	m01轻功5b	m01轻功5b	m01轻功5b	m01轻功5b	m01轻功5b	m01轻功5b	m01轻功5b	0	-1	轻功5b	轻功5b
416	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	0	-1	轻功5c	轻功5c
417	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	0	-1	轻功6a	轻功6a
418	m01轻功6b	m01轻功6b	m01轻功6b	m01轻功6b	m01轻功6b	m01轻功6b	m01轻功6b	m01轻功6b	m01轻功6b	0	-1	轻功6b	轻功6b
419	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	轻功6c	0	-1	轻功6c	轻功6c
420	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	轻功7a	0	-1	轻功7a	轻功7a
421	m01轻功7b	m01轻功7b	m01轻功7b	m01轻功7b	m01轻功7b	m01轻功7b	m01轻功7b	m01轻功7b	m01轻功7b	0	-1	轻功7b	轻功7b
422	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	轻功7c	0	-1	轻功7c	轻功7c
423	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	轻功8a	0	-1	轻功8a	轻功8a
424	m01轻功8b	m01轻功8b	m01轻功8b	m01轻功8b	m01轻功8b	m01轻功8b	m01轻功8b	m01轻功8b	m01轻功8b	0	-1	轻功8b	轻功8b
425	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	轻功8c	0	-1	轻功8c	轻功8c
426	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	轻功9a	0	-1	轻功9a	轻功9a
427	m01轻功9b	m01轻功9b	m01轻功9b	m01轻功9b	m01轻功9b	m01轻功9b	m01轻功9b	m01轻功9b	m01轻功9b	0	-1	轻功9b	轻功9b
428	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	轻功9c	0	-1	轻功9c	轻功9c
429	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	轻功10a	0	-1	轻功10a	轻功10a
430	m01轻功10b	m01轻功10b	m01轻功10b	m01轻功10b	m01轻功10b	m01轻功10b	m01轻功10b	m01轻功10b	m01轻功10b	0	-1	轻功10b	轻功10b
431	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	轻功10c	0	-1	轻功10c	轻功10c
451	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	鄙视	1	-1	鄙视	鄙视
452	大笑	大笑	大笑	大笑	大笑	大笑	大笑	大笑	大笑	1	-1	大笑	大笑
453	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	蹲马步	1	-1	蹲马步	蹲马步
454	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	骄傲	1	-1	骄傲	骄傲
455	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	咆哮	1	-1	咆哮	咆哮
456	招式1	招式1	招式1	招式1	招式1	招式1	招式1	招式1	招式1	1	-1	招式1	招式1
491	少林_m01	少林_m01	少林_m01	少林_m01	少林_m01	少林_m01	少林_m01	少林_m01	少林_m01	1	364	少林_m01	少林_m01
492	明教_m01	明教_m01	明教_m01	明教_m01	明教_m01	明教_m01	明教_m01	明教_m01	明教_m01	1	643	明教_m01	明教_m01
493	丐帮_m01	丐帮_m01	丐帮_m01	丐帮_m01	丐帮_m01	丐帮_m01	丐帮_m01	丐帮_m01	丐帮_m01	1	-1	丐帮_m01	丐帮_m01
494	武当_m01	武当_m01	武当_m01	武当_m01	武当_m01	武当_m01	武当_m01	武当_m01	武当_m01	1	642	武当_m01	武当_m01
495	峨嵋_m01	峨嵋_m01	峨嵋_m01	峨嵋_m01	峨嵋_m01	峨嵋_m01	峨嵋_m01	峨嵋_m01	峨嵋_m01	1	-1	峨嵋_m01	峨嵋_m01
496	星宿_m01	星宿_m01	星宿_m01	星宿_m01	星宿_m01	星宿_m01	星宿_m01	星宿_m01	星宿_m01	1	-1	星宿_m01	星宿_m01
497	天龙_m01	天龙_m01	天龙_m01	天龙_m01	天龙_m01	天龙_m01	天龙_m01	天龙_m01	天龙_m01	1	-1	天龙_m01	天龙_m01
498	天山_m01	天山_m01	天山_m01	天山_m01	天山_m01	天山_m01	天山_m01	天山_m01	天山_m01	1	642	天山_m01	天山_m01
499	逍遥_m01	逍遥_m01	逍遥_m01	逍遥_m01	逍遥_m01	逍遥_m01	逍遥_m01	逍遥_m01	逍遥_m01	1	-1	逍遥_m01	逍遥_m01
500	长枪连招_m01_01	长枪连招_m01_01	大刀连招_m01_01	双短连招_m01_01	单短连招_m01_01	大刀连招_m01_01	双环连招_m01_01	扇子连招_m01_01	单短连招_m01_01	0	-1	少林长拳	少林长拳
501	m01_sl_金刚伏魔圈	m01_sl_金刚伏魔圈	m01_sl_金刚伏魔圈	m01_sl_dd_金刚伏魔圈	m01_sl_dd_金刚伏魔圈	m01_sl_shan_金刚伏魔圈	m01_sl_shan_金刚伏魔圈	m01_sl_shan_金刚伏魔圈	m01_sl_shan_金刚伏魔圈	0	-1	m01_sl_shan_金刚伏魔圈	m01_sl_shan_金刚伏魔圈
502	m01_sl_大力金刚掌	m01_sl_大力金刚掌	m01_sl_大力金刚掌	m01_sl_dd_大力金刚掌	m01_sl_dd_大力金刚掌	m01_sl_shan_大力金刚掌	m01_sl_shan_大力金刚掌	m01_sl_shan_大力金刚掌	m01_sl_shan_大力金刚掌	0	-1	m01_sl_shan_大力金刚掌	m01_sl_shan_大力金刚掌
503	m01_sl_一苇渡江	m01_sl_一苇渡江	m01_sl_一苇渡江	m01_sl_一苇渡江	m01_sl_一苇渡江	m01_sl_一苇渡江	m01_sl_一苇渡江	m01_sl_一苇渡江	m01_sl_一苇渡江	0	-1	m01_sl_一苇渡江	m01_sl_一苇渡江
504	m01_sl_拈花指	m01_sl_拈花指	m01_sl_拈花指	m01_sl_拈花指	m01_sl_拈花指	m01_sl_拈花指	m01_sl_拈花指	m01_sl_拈花指	m01_sl_拈花指	0	-1	m01_sl_拈花指	m01_sl_拈花指
505	m01_sl_罗汉阵	m01_sl_罗汉阵	m01_sl_罗汉阵	m01_sl_罗汉阵	m01_sl_罗汉阵	m01_sl_罗汉阵	m01_sl_罗汉阵	m01_sl_罗汉阵	m01_sl_罗汉阵	0	-1	m01_sl_罗汉阵	m01_sl_罗汉阵
506	m01_sl_狮子吼	m01_sl_狮子吼	m01_sl_狮子吼	m01_sl_狮子吼	m01_sl_狮子吼	m01_sl_狮子吼	m01_sl_狮子吼	m01_sl_狮子吼	m01_sl_狮子吼	0	-1	m01_sl_狮子吼	m01_sl_狮子吼
507	m01_sl_袈裟伏魔功	m01_sl_袈裟伏魔功	m01_sl_袈裟伏魔功	m01_sl_袈裟伏魔功	m01_sl_袈裟伏魔功	m01_sl_袈裟伏魔功	m01_sl_袈裟伏魔功	m01_sl_袈裟伏魔功	m01_sl_袈裟伏魔功	0	-1	m01_sl_袈裟伏魔功	m01_sl_袈裟伏魔功
508	m01_sl_礼敬如来	m01_sl_礼敬如来	m01_sl_礼敬如来	m01_sl_礼敬如来	m01_sl_礼敬如来	m01_sl_礼敬如来	m01_sl_礼敬如来	m01_sl_礼敬如来	m01_sl_礼敬如来	0	-1	m01_sl_礼敬如来	m01_sl_礼敬如来
509	m01_sl_摩诃无量	m01_sl_摩诃无量	m01_sl_摩诃无量	m01_sl_摩诃无量	m01_sl_摩诃无量	m01_sl_摩诃无量	m01_sl_摩诃无量	m01_sl_摩诃无量	m01_sl_摩诃无量	0	-1	m01_sl_摩诃无量	m01_sl_摩诃无量
510	m01_sl_jq_铁布衫	m01_sl_jq_铁布衫	m01_sl_jq_铁布衫	m01_sl_jq_铁布衫	m01_sl_jq_铁布衫	m01_sl_jq_铁布衫	m01_sl_jq_铁布衫	m01_sl_jq_铁布衫	m01_sl_jq_铁布衫	1	-1	m01_sl_jq_铁布衫	m01_sl_jq_铁布衫
511	m01_sl_铁布衫	m01_sl_铁布衫	m01_sl_铁布衫	m01_sl_铁布衫	m01_sl_铁布衫	m01_sl_铁布衫	m01_sl_铁布衫	m01_sl_铁布衫	m01_sl_铁布衫	1	-1	m01_sl_铁布衫	m01_sl_铁布衫
512	m01_sl_百无禁忌	m01_sl_百无禁忌	m01_sl_百无禁忌	m01_sl_百无禁忌	m01_sl_百无禁忌	m01_sl_百无禁忌	m01_sl_百无禁忌	m01_sl_百无禁忌	m01_sl_百无禁忌	0	-1	m01_sl_百无禁忌	m01_sl_百无禁忌
513	m01_sl_般若掌	m01_sl_般若掌	m01_sl_般若掌	m01_sl_dd_般若掌	m01_sl_dd_般若掌	m01_sl_shan_般若掌	m01_sl_shan_般若掌	m01_sl_shan_般若掌	m01_sl_shan_般若掌	0	-1	m01_sl_shan_般若掌	m01_sl_shan_般若掌
514	m01_sl_jq_韦陀杵	m01_sl_jq_韦陀杵	m01_sl_jq_韦陀杵	m01_sl_jq_韦陀杵	m01_sl_jq_韦陀杵	m01_sl_jq_韦陀杵	m01_sl_jq_韦陀杵	m01_sl_jq_韦陀杵	m01_sl_jq_韦陀杵	1	-1	m01_sl_jq_韦陀杵	m01_sl_jq_韦陀杵
515	m01_sl_韦陀杵	m01_sl_韦陀杵	m01_sl_韦陀杵	m01_sl_韦陀杵	m01_sl_韦陀杵	m01_sl_韦陀杵	m01_sl_韦陀杵	m01_sl_韦陀杵	m01_sl_韦陀杵	1	-1	m01_sl_韦陀杵	m01_sl_韦陀杵
516	m01_sl_气贯长虹	m01_sl_气贯长虹	m01_sl_气贯长虹	m01_sl_气贯长虹	m01_sl_气贯长虹	m01_sl_气贯长虹	m01_sl_气贯长虹	m01_sl_气贯长虹	m01_sl_气贯长虹	0	-1	m01_sl_气贯长虹	m01_sl_气贯长虹
517	m01_sl_如来神掌	m01_sl_如来神掌	m01_sl_如来神掌	m01_sl_如来神掌	m01_sl_如来神掌	m01_sl_如来神掌	m01_sl_如来神掌	m01_sl_如来神掌	m01_sl_如来神掌	1	-1	m01_sl_如来神掌	m01_sl_如来神掌
518	m01_sl_明镜台	m01_sl_明镜台	m01_sl_明镜台	m01_sl_明镜台	m01_sl_明镜台	m01_sl_明镜台	m01_sl_明镜台	m01_sl_明镜台	m01_sl_明镜台	1	-1	m01_sl_明镜台	m01_sl_明镜台
519	m01_sl_金刚不坏体	m01_sl_金刚不坏体	m01_sl_金刚不坏体	m01_sl_金刚不坏体	m01_sl_金刚不坏体	m01_sl_金刚不坏体	m01_sl_金刚不坏体	m01_sl_金刚不坏体	m01_sl_金刚不坏体	1	-1	m01_sl_金刚不坏体	m01_sl_金刚不坏体
520	长枪连招_m01_01	长枪连招_m01_01	大刀连招_m01_01	双短连招_m01_01	单短连招_m01_01	大刀连招_m01_01	双环连招_m01_01	扇子连招_m01_01	单短连招_m01_01	0	-1	少林长拳	少林长拳
521	m01_mj_摩尼圣火阵	m01_mj_摩尼圣火阵	m01_mj_摩尼圣火阵	m01_mj_dd_摩尼圣火阵	m01_mj_dd_摩尼圣火阵	m01_mj_shan_摩尼圣火阵	m01_mj_shan_摩尼圣火阵	m01_mj_shan_摩尼圣火阵	m01_mj_shan_摩尼圣火阵	0	-1	m01_mj_shan_摩尼圣火阵	m01_mj_shan_摩尼圣火阵
522	m01_mj_圣火令	m01_mj_圣火令	m01_mj_圣火令	m01_mj_dd_圣火令	m01_mj_dd_圣火令	m01_mj_shan_圣火令	m01_mj_shan_圣火令	m01_mj_shan_圣火令	m01_mj_shan_圣火令	0	-1	m01_mj_shan_圣火令	m01_mj_shan_圣火令
523	m01_mj_葵花移影	m01_mj_葵花移影	m01_mj_葵花移影	m01_mj_葵花移影	m01_mj_葵花移影	m01_mj_葵花移影	m01_mj_葵花移影	m01_mj_葵花移影	m01_mj_葵花移影	0	-1	m01_mj_葵花移影	m01_mj_葵花移影
