INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING
332	g01_聚气动作3_xiaoyujieyi	g01_聚气动作3_xiaoyujieyi	g01_聚气动作3_xiaoyujieyi	g01_聚气动作3_xiaoyujieyi	g01_聚气动作3_xiaoyujieyi	g01_聚气动作3_xiaoyujieyi	g01_聚气动作3_xiaoyujieyi	g01_聚气动作3_xiaoyujieyi	g01_聚气动作3_xiaoyujieyi	0	-1	g01_聚气动作3_xiaoyujieyi	npc_attack
333	g01_挥左手_hanshasheying	g01_挥左手_hanshasheying	g01_挥左手_hanshasheying	g01_挥左手_hanshasheying	g01_挥左手_hanshasheying	g01_挥左手_hanshasheying	g01_挥左手_hanshasheying	g01_挥左手_hanshasheying	g01_挥左手_hanshasheying	0	-1	g01_挥左手_hanshasheying	npc_attack
334	g01_挥左手_四面楚歌_simianchuge	g01_挥左手_四面楚歌_simianchuge	g01_挥左手_四面楚歌_simianchuge	g01_挥左手_四面楚歌_simianchuge	g01_挥左手_四面楚歌_simianchuge	g01_挥左手_四面楚歌_simianchuge	g01_挥左手_四面楚歌_simianchuge	g01_挥左手_四面楚歌_simianchuge	g01_挥左手_四面楚歌_simianchuge	0	-1	g01_挥左手_四面楚歌_simianchuge	npc_attack
335	g01_聚气动作3_呆若木鸡_dairuomuji	g01_聚气动作3_呆若木鸡_dairuomuji	g01_聚气动作3_呆若木鸡_dairuomuji	g01_聚气动作3_呆若木鸡_dairuomuji	g01_聚气动作3_呆若木鸡_dairuomuji	g01_聚气动作3_呆若木鸡_dairuomuji	g01_聚气动作3_呆若木鸡_dairuomuji	g01_聚气动作3_呆若木鸡_dairuomuji	g01_聚气动作3_呆若木鸡_dairuomuji	0	-1	g01_聚气动作3_呆若木鸡_dairuomuji	npc_attack
336	g01_挥左手_shuiyanqijun	g01_挥左手_shuiyanqijun	g01_挥左手_shuiyanqijun	g01_挥左手_shuiyanqijun	g01_挥左手_shuiyanqijun	g01_挥左手_shuiyanqijun	g01_挥左手_shuiyanqijun	g01_挥左手_shuiyanqijun	g01_挥左手_shuiyanqijun	0	-1	g01_挥左手_shuiyanqijun	npc_attack
337	g01_信心十足_行尸走肉_xingshizourou	g01_信心十足_行尸走肉_xingshizourou	g01_信心十足_行尸走肉_xingshizourou	g01_信心十足_行尸走肉_xingshizourou	g01_信心十足_行尸走肉_xingshizourou	g01_信心十足_行尸走肉_xingshizourou	g01_信心十足_行尸走肉_xingshizourou	g01_信心十足_行尸走肉_xingshizourou	g01_信心十足_行尸走肉_xingshizourou	1	-1	g01_信心十足_行尸走肉_xingshizourou	npc_attack
338	g01_信心十足_eguanmanying	g01_信心十足_eguanmanying	g01_信心十足_eguanmanying	g01_信心十足_eguanmanying	g01_信心十足_eguanmanying	g01_信心十足_eguanmanying	g01_信心十足_eguanmanying	g01_信心十足_eguanmanying	g01_信心十足_eguanmanying	1	-1	g01_信心十足_eguanmanying	npc_attack
341	g01_攻击动作84_烟霭茫茫_yanaimangmang	g01_攻击动作84_烟霭茫茫_yanaimangmang	g01_攻击动作84_烟霭茫茫_yanaimangmang	g01_攻击动作39_烟霭茫茫_yanaimangmang	g01_攻击动作54_烟霭茫茫_yanaimangmang	g01_攻击动作84_烟霭茫茫_yanaimangmang	g01_huan_攻击动作39_烟霭茫茫_yanaimangmang	g01_扇子_攻击动作54_烟霭茫茫	g01_攻击动作54_烟霭茫茫_yanaimangmang	0	-1	g01_攻击动作54_烟霭茫茫_yanaimangmang	npc_attack
342	g01_攻击动作85_快活三_kuaihuosan	g01_攻击动作85_快活三_kuaihuosan	g01_攻击动作85_快活三_kuaihuosan	g01_攻击动作40_快活三_kuaihuosan	g01_攻击动作63_快活三_kuaihuosan	g01_攻击动作85_快活三_kuaihuosan	g01_huan_攻击动作40_快活三_kuaihuosan	g01_攻击动作63_快活三_kuaihuosan	g01_攻击动作63_快活三_kuaihuosan	0	-1	g01_攻击动作63_快活三_kuaihuosan	npc_attack
343	g01_攻击动作86_huifengbiliu	g01_攻击动作86_huifengbiliu	g01_攻击动作86_huifengbiliu	g01_攻击动作41_huifengbiliu	g01_攻击动作41_huifengbiliu	g01_攻击动作41_huifengbiliu	g01_攻击动作64_huifengbiliu	g01_攻击动作41_huifengbiliu	g01_攻击动作64_huifengbiliu	0	-1	回风拂柳	
344	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	0	-1	npc_attack	npc_attack
345	g01_状态动作8_youchangwuchang	g01_状态动作8_youchangwuchang	g01_状态动作8_youchangwuchang	g01_状态动作8_youchangwuchang	g01_状态动作8_youchangwuchang	g01_状态动作8_youchangwuchang	g01_状态动作8_youchangwuchang	g01_状态动作8_youchangwuchang	g01_状态动作8_youchangwuchang	1	-1	g01_状态动作8_youchangwuchang	npc_attack
346	g01_状态动作8_wuzhongshengxiang	g01_状态动作8_wuzhongshengxiang	g01_状态动作8_wuzhongshengxiang	g01_状态动作8_wuzhongshengxiang	g01_状态动作8_wuzhongshengxiang	g01_状态动作8_wuzhongshengxiang	g01_状态动作8_wuzhongshengxiang	g01_状态动作8_wuzhongshengxiang	g01_状态动作8_wuzhongshengxiang	1	-1	g01_状态动作8_wuzhongshengxiang	npc_attack
347	g01_状态动作8_feikufeirong	g01_状态动作8_feikufeirong	g01_状态动作8_feikufeirong	g01_状态动作8_feikufeirong	g01_状态动作8_feikufeirong	g01_状态动作8_feikufeirong	g01_状态动作8_feikufeirong	g01_状态动作8_feikufeirong	g01_状态动作8_feikufeirong	1	-1	g01_状态动作8_feikufeirong	npc_attack
348	g01_双手合十_金玉满堂_jinyumantang	g01_双手合十_金玉满堂_jinyumantang	g01_双手合十_金玉满堂_jinyumantang	g01_双手合十_金玉满堂_jinyumantang	g01_双手合十_金玉满堂_jinyumantang	g01_双手合十_金玉满堂_jinyumantang	g01_双手合十_金玉满堂_jinyumantang	g01_双手合十_金玉满堂_jinyumantang	g01_双手合十_金玉满堂_jinyumantang	1	-1	g01_双手合十_金玉满堂_jinyumantang	npc_attack
349	g01_双手合十_lidichengfo	g01_双手合十_lidichengfo	g01_双手合十_lidichengfo	g01_双手合十_lidichengfo	g01_双手合十_lidichengfo	g01_双手合十_lidichengfo	g01_双手合十_lidichengfo	g01_双手合十_lidichengfo	g01_双手合十_lidichengfo	1	-1	g01_双手合十_lidichengfo	npc_attack
350	g01_普通攻击01_kongshou	g01_聚气动作10_danfengchaoyang	g01_聚气动作10_danfengchaoyang	g01_聚气动作5_danfengchaoyang	g01_聚气动作7_danfengchaoyang	g01_聚气动作10_danfengchaoyang	g01_聚气动作5_danfengchaoyang	g01_聚气动作7_danfengchaoyang	g01_聚气动作7_danfengchaoyang	0	-1	g01_聚气动作7_danfengchaoyang	npc_attack
351	g01_普通攻击01_kongshou	g01_攻击动作87_danfengchaoyang	g01_攻击动作87_danfengchaoyang	g01_攻击动作42_danfengchaoyang	g01_攻击动作65_danfengchaoyang	g01_攻击动作87_danfengchaoyang	g01_攻击动作42_danfengchaoyang	g01_攻击动作65_danfengchaoyang	g01_攻击动作65_danfengchaoyang	0	-1	g01_攻击动作65_danfengchaoyang	npc_attack
352	g01_信心十足_baijuguoxi	g01_信心十足_baijuguoxi	g01_信心十足_baijuguoxi	g01_信心十足_baijuguoxi	g01_信心十足_baijuguoxi	g01_信心十足_baijuguoxi	g01_信心十足_baijuguoxi	g01_信心十足_baijuguoxi	g01_信心十足_baijuguoxi	0	-1	g01_信心十足_baijuguoxi	npc_attack
353	g01_状态动作8_少泽剑_shaozejian	g01_状态动作8_少泽剑_shaozejian	g01_状态动作8_少泽剑_shaozejian	g01_状态动作8_少泽剑_shaozejian	g01_状态动作8_少泽剑_shaozejian	g01_状态动作8_少泽剑_shaozejian	g01_状态动作8_少泽剑_shaozejian	g01_状态动作8_少泽剑_shaozejian	g01_状态动作8_少泽剑_shaozejian	1	-1	g01_状态动作8_少泽剑_shaozejian	npc_attack
354	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	g01_义愤填膺_yiwentianying	0	-1	g01_义愤填膺_yiwentianying	npc_attack
355	g01_普通攻击01_kongshou	g01_攻击动作43_shaoshangjian	g01_攻击动作43_shaoshangjian	g01_攻击动作43_shaoshangjian	g01_攻击动作43_shaoshangjian	g01_攻击动作43_shaoshangjian	g01_攻击动作43_shaoshangjian	g01_攻击动作43_shaoshangjian	g01_攻击动作43_shaoshangjian	1	-1	g01_攻击动作43_shaoshangjian	npc_attack
356	g01_普通攻击01_kongshou	g01_攻击动作43_baihongguanri	g01_攻击动作43_baihongguanri	g01_攻击动作43_baihongguanri	g01_攻击动作43_baihongguanri	g01_攻击动作43_baihongguanri	g01_攻击动作43_baihongguanri	g01_攻击动作43_baihongguanri	g01_攻击动作43_baihongguanri	1	-1	g01_攻击动作43_baihongguanri	npc_attack
357	g01_抬头挺胸_微服私访_weifusifang	g01_抬头挺胸_微服私访_weifusifang	g01_抬头挺胸_微服私访_weifusifang	g01_抬头挺胸_微服私访_weifusifang	g01_抬头挺胸_微服私访_weifusifang	g01_抬头挺胸_微服私访_weifusifang	g01_抬头挺胸_微服私访_weifusifang	g01_抬头挺胸_微服私访_weifusifang	g01_抬头挺胸_微服私访_weifusifang	0	-1	g01_抬头挺胸_微服私访_weifusifang	npc_attack
358	g01_普通攻击01_kongshou	g01_聚气动作6_万国来朝_wanguolaichao	g01_聚气动作6_万国来朝_wanguolaichao	g01_聚气动作6_万国来朝_wanguolaichao	g01_聚气动作6_万国来朝_wanguolaichao	g01_聚气动作6_万国来朝_wanguolaichao	g01_聚气动作6_万国来朝_wanguolaichao	g01_聚气动作6_万国来朝_wanguolaichao	g01_聚气动作6_万国来朝_wanguolaichao	0	-1	g01_聚气动作6_万国来朝_wanguolaichao	npc_attack
361	g01_普通攻击01_kongshou	g01_攻击动作4_luomuxiaoxiao	g01_攻击动作4_luomuxiaoxiao	g01_攻击动作41_luomuxiaoxiao	g01_攻击动作64_luomuxiaoxiao	g01_攻击动作4_luomuxiaoxiao	g01_攻击动作41_luomuxiaoxiao	g01_攻击动作64_luomuxiaoxiao	g01_攻击动作64_luomuxiaoxiao	0	-1	g01_攻击动作64_luomuxiaoxiao	npc_attack
362	g01_普通攻击01_kongshou	g01_攻击动作89_wangmeizhike	g01_攻击动作89_wangmeizhike	g01_攻击动作45_wangmeizhike	g01_攻击动作67_wangmeizhike	g01_攻击动作89_wangmeizhike	g01_huan_攻击动作45_wangmeizhike	g01_扇子_攻击动作67_wangmeizhike	g01_攻击动作67_wangmeizhike	0	-1	g01_攻击动作67_wangmeizhike	npc_attack
363	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	0	-1	npc_attack	npc_attack
364	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	0	-1	npc_attack	npc_attack
365	g01_普通攻击01_kongshou	g01_攻击动作90_yangguansandie	g01_攻击动作90_yangguansandie	g01_攻击动作46_yangguansandie	g01_攻击动作68_yangguansandie	g01_攻击动作90_yangguansandie	g01_huan_攻击动作46_yangguansandie	g01_攻击动作68_yangguansandie	g01_攻击动作68_yangguansandie	0	-1	g01_攻击动作68_yangguansandie	npc_attack
366	g01_聚气动作10_yangfengyinwei	g01_聚气动作10_yangfengyinwei	g01_聚气动作10_yangfengyinwei	g01_聚气动作10_yangfengyinwei	g01_聚气动作10_yangfengyinwei	g01_聚气动作10_yangfengyinwei	g01_聚气动作10_yangfengyinwei	g01_聚气动作10_yangfengyinwei	g01_聚气动作10_yangfengyinwei	0	-1	g01_聚气动作10_yangfengyinwei	npc_attack
367	g01_状态动作9_yangfengyinwei	g01_状态动作9_yangfengyinwei	g01_状态动作9_yangfengyinwei	g01_状态动作9_yangfengyinwei	g01_状态动作9_yangfengyinwei	g01_状态动作9_yangfengyinwei	g01_状态动作9_yangfengyinwei	g01_状态动作9_yangfengyinwei	g01_状态动作9_yangfengyinwei	1	-1	阳奉阴违攻击	
368	g01_普通攻击01_kongshou	g01_攻击动作91_yanggetianjun	g01_攻击动作91_yanggetianjun	g01_攻击动作47_yanggetianjun	g01_攻击动作69_yanggetianjun	g01_攻击动作91_yanggetianjun	g01_huan_攻击动作47_yanggetianjun	g01_扇子_攻击动作69_yanggetianjun	g01_攻击动作69_yanggetianjun	0	-1	g01_攻击动作69_yanggetianjun	npc_attack
369	g01_普通攻击01_kongshou	g01_攻击动作92_yangchunbaixue	g01_攻击动作92_yangchunbaixue	g01_攻击动作58_yangchunbaixue	g01_攻击动作20_yangchunbaixue	g01_攻击动作92_yangchunbaixue	g01_huan_攻击动作58_yangchunbaixue	g01_扇子_攻击动作20_yangchunbaixue	g01_攻击动作20_yangchunbaixue	0	-1	g01_攻击动作20_yangchunbaixue	npc_attack
370	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	g01_聚气动作10_taxuewuhen	0	-1	g01_聚气动作10_taxuewuhen	npc_attack
371	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	g01_状态动作10_taxuewuhen	0	-1	g01_状态动作10_taxuewuhen	npc_attack
372	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	g01_状态动作10_guixigong	1	-1	g01_状态动作10_guixigong	npc_attack
373	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	g01_状态动作10_chunwangchihan	1	-1	g01_状态动作10_chunwangchihan	npc_attack
374	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	g01_聚气动作12_shimianmaifu	0	-1	g01_聚气动作12_shimianmaifu	npc_attack
375	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	g01_状态动作10_shimianmaifu	0	-1	g01_状态动作10_shimianmaifu	npc_attack
376	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	g01_状态动作10_yuezudaipao	1	-1	g01_状态动作10_yuezudaipao	npc_attack
377	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	g01_状态动作9_guiqulaixi	1	-1	g01_状态动作9_guiqulaixi	npc_attack
378	g01_攻击动作85_pingxuyufeng	g01_攻击动作85_pingxuyufeng	g01_攻击动作85_pingxuyufeng	g01_攻击动作40_pingxuyufeng	g01_攻击动作63_pingxuyufeng	g01_攻击动作85_pingxuyufeng	g01_huan_攻击动作40_pingxuyufeng	g01_攻击动作63_pingxuyufeng	g01_攻击动作63_pingxuyufeng	0	-1	g01_攻击动作63_pingxuyufeng	npc_attack
379	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	g01_状态动作9_jingyingchenbi	1	-1	g01_状态动作9_jingyingchenbi	npc_attack
380	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	g01_状态动作9_daxiangwuxing	1	-1	g01_状态动作9_daxiangwuxing	npc_attack
381	g01_普通攻击01_kongshou	g01_攻击动作2_haoyueqianli	g01_攻击动作2_haoyueqianli	g01_攻击动作49_haoyueqianli	g01_攻击动作71_haoyueqianli	g01_攻击动作2_haoyueqianli	g01_huan_攻击动作49_haoyueqianli	g01_攻击动作71_haoyueqianli	g01_攻击动作71_haoyueqianli	0	-1	g01_攻击动作71_haoyueqianli	npc_attack
382	g01_普通攻击01_kongshou	g01_攻击动作94_wangyangxingtan	g01_攻击动作94_wangyangxingtan	g01_攻击动作50_wangyangxingtan	g01_攻击动作72_wangyangxingtan	g01_攻击动作94_wangyangxingtan	g01_huan_攻击动作50_wangyangxingtan	g01_扇子_攻击动作72_wangyangxingtan	g01_攻击动作72_wangyangxingtan	0	-1	g01_攻击动作72_wangyangxingtan	npc_attack
383	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	npc_attack	0	-1	npc_attack	npc_attack
384	g01_普通攻击01_kongshou	g01_攻击动作95_hudiezhen	g01_攻击动作95_hudiezhen	g01_攻击动作51_hudiezhen	g01_攻击动作73_hudiezhen	g01_攻击动作95_hudiezhen	g01_攻击动作51_hudiezhen	g01_攻击动作73_hudiezhen	g01_攻击动作73_hudiezhen	0	-1	g01_攻击动作73_hudiezhen	npc_attack
385	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	0	-1	八门金锁聚气	
386	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	g01_状态动作11_bamenjinsuo	0	-1	八门金锁攻击	
387	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	0	-1	g01_聚气动作3_xianjing	npc_attack
388	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	g01_状态动作11_yizichangshe	0	-1	g01_状态动作11_yizichangshe	npc_attack
389	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	0	-1	g01_聚气动作3_xianjing	npc_attack
390	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	g01_状态动作11_taiyisancai	0	-1	g01_状态动作11_taiyisancai	npc_attack
391	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	g01_聚气动作3_xianjing	0	-1	g01_聚气动作3_xianjing	npc_attack
392	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	g01_状态动作11_bazhentu	0	-1	g01_状态动作11_bazhentu	npc_attack
393	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	g01_挥左手_huoyanjinjing	1	-1	g01_挥左手_huoyanjinjing	npc_attack
394	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	g01_状态动作9_zhongmiaozhimen	1	-1	g01_状态动作9_zhongmiaozhimen	npc_attack
395	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	g01_状态动作9_shenguanglihe	1	-1	g01_状态动作9_shenguanglihe	npc_attack
396	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	g01_状态动作9_lingboweibu	1	-1	g01_状态动作9_lingboweibu	npc_attack
397	g01_普通攻击01_kongshou	g01_攻击动作96_lvshuangbingzhi	g01_攻击动作96_lvshuangbingzhi	g01_攻击动作11_lvshuangbingzhi	g01_攻击动作11_lvshuangbingzhi	g01_攻击动作96_lvshuangbingzhi	g01_huan_攻击动作11_lvshuangbingzhi	g01_攻击动作11_lvshuangbingzhi	g01_攻击动作11_lvshuangbingzhi	0	-1	g01_攻击动作11_lvshuangbingzhi	npc_attack
398	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	g01_状态动作9_yuqinguzong	1	-1	g01_状态动作9_yuqinguzong	npc_attack
399	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	g01_状态动作9_tuibisanshe	1	-1	g01_状态动作9_tuibisanshe	npc_attack
400	g01_普通攻击01_kongshou	g01_聚气动作10_danfengchaoyang	g01_聚气动作10_danfengchaoyang	g01_聚气动作5_danfengchaoyang	g01_聚气动作7_danfengchaoyang	g01_聚气动作10_danfengchaoyang	g01_聚气动作5_danfengchaoyang	g01_聚气动作7_danfengchaoyang	g01_聚气动作7_danfengchaoyang	0	-1	g01_聚气动作7_danfengchaoyang	npc_attack
401	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	g01_状态动作9_zhaosanmusi	0	-1	g01_状态动作9_zhaosanmusi	npc_attack
402	g01_普通攻击01_kongshou	g01_攻击动作97_yihubaiying	g01_攻击动作97_yihubaiying	g01_攻击动作52_yihubaiying	g01_攻击动作75_yihubaiying	g01_攻击动作97_yihubaiying	g01_攻击动作52_yihubaiying	g01_扇子_攻击动作75_yihubaiying	g01_攻击动作75_yihubaiying	0	-1	g01_攻击动作75_yihubaiying	npc_attack
403	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	g01_聚气动作3_shengmingshengquan	1	-1	g01_聚气动作3_shengmingshengquan	npc_attack
404	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	g01_聚气动作1_chujizhiliao	1	-1	初级治疗	初级治疗
405	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	轻功2a	0	-1	轻功2a	轻功2a
406	g01轻功2b	g01轻功2b	g01轻功2b	g01轻功2b	g01轻功2b	g01轻功2b	g01轻功2b	g01轻功2b	g01轻功2b	0	-1	轻功2b	轻功2b
407	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	轻功2c	0	-1	轻功2c	轻功2c
408	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	轻功3a	0	-1	轻功3a	轻功3a
409	g01轻功3b	g01轻功3b	g01轻功3b	g01轻功3b	g01轻功3b	g01轻功3b	g01轻功3b	g01轻功3b	g01轻功3b	0	-1	轻功3b	轻功3b
410	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	轻功3c	0	-1	轻功3c	轻功3c
411	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	轻功4a	0	-1	轻功4a	轻功4a
412	g01轻功4b	g01轻功4b	g01轻功4b	g01轻功4b	g01轻功4b	g01轻功4b	g01轻功4b	g01轻功4b	g01轻功4b	0	-1	轻功4b	轻功4b
413	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	轻功4c	0	-1	轻功4c	轻功4c
414	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	轻功5a	0	-1	轻功5a	轻功5a
415	g01轻功5b	g01轻功5b	g01轻功5b	g01轻功5b	g01轻功5b	g01轻功5b	g01轻功5b	g01轻功5b	g01轻功5b	0	-1	轻功5b	轻功5b
416	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	轻功5c	0	-1	轻功5c	轻功5c
417	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	轻功6a	0	-1	轻功6a	轻功6a
