INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT															
1081	1081	飞龙在天	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：45点和所有连击段#r有效距离：0-5米#r瞬间释放#r单体攻击 对目标造成额外直接伤害#r一段：#c54FF00{A:576 B:6}#cFFFFFF点#r二段：#c54FF00{A:806 B:7.5}#cFFFFFF点#r三段：#c54FF00{A:1267 B:12}#cFFFFFF点#r#c5BC257需要装备武器和至少一个连击段	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：45点和所有连击段 有效距离：0-5米#r瞬间释放#r单体攻击 对目标造成额外直接伤害#r#c5BC257需要装备武器和至少一个连击段	80	1200	-1	-1	需要连击段	7	1	-1	需要MP	4	55	-1	-1	-1	-1	-1	-1			一段连击对应效果	12919	二段连击对应效果	12931	三段连击对应效果	12943																																	
1082	1082	飞龙在天	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：50点和所有连击段#r有效距离：0-5米#r瞬间释放#r单体攻击 对目标造成额外直接伤害#r一段：#c54FF00{A:637 B:6}#cFFFFFF点#r二段：#c54FF00{A:892 B:7.5}#cFFFFFF点#r三段：#c54FF00{A:1401 B:12}#cFFFFFF点#r#c5BC257需要装备武器和至少一个连击段	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：50点和所有连击段 有效距离：0-5米#r瞬间释放#r单体攻击 对目标造成额外直接伤害#r#c5BC257需要装备武器和至少一个连击段	80	1200	-1	-1	需要连击段	7	1	-1	需要MP	4	55	-1	-1	-1	-1	-1	-1			一段连击对应效果	12920	二段连击对应效果	12932	三段连击对应效果	12944																																	
1083	1083	飞龙在天	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：55点和所有连击段#r有效距离：0-5米#r瞬间释放#r单体攻击 对目标造成额外直接伤害#r一段：#c54FF00{A:698 B:6}#cFFFFFF点#r二段：#c54FF00{A:978 B:7.5}#cFFFFFF点#r三段：#c54FF00{A:1536 B:12}#cFFFFFF点#r#c5BC257需要装备武器和至少一个连击段	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：55点和所有连击段 有效距离：0-5米#r瞬间释放#r单体攻击 对目标造成额外直接伤害#r#c5BC257需要装备武器和至少一个连击段	80	1200	-1	-1	需要连击段	7	1	-1	需要MP	4	60	-1	-1	-1	-1	-1	-1			一段连击对应效果	12921	二段连击对应效果	12933	三段连击对应效果	12945																																	
1084	1084	飞龙在天	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：60点和所有连击段#r有效距离：0-5米#r瞬间释放#r单体攻击 对目标造成额外直接伤害#r一段：#c54FF00{A:759 B:6}#cFFFFFF点#r二段：#c54FF00{A:1063 B:7.5}#cFFFFFF点#r三段：#c54FF00{A:1671 B:12}#cFFFFFF点#r#c5BC257需要装备武器和至少一个连击段	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：60点和所有连击段 有效距离：0-5米#r瞬间释放#r单体攻击 对目标造成额外直接伤害#r#c5BC257需要装备武器和至少一个连击段	80	1200	-1	-1	需要连击段	7	1	-1	需要MP	4	60	-1	-1	-1	-1	-1	-1			一段连击对应效果	12922	二段连击对应效果	12934	三段连击对应效果	12946																																	
1085	1085	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：12点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续3秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：12点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续3秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22596	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1086	1086	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：20点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续3秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：20点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续3秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22597	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1087	1087	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：28点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续3秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：28点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续3秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22598	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1088	1088	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：36点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：36点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22599	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1089	1089	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：44点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：44点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22600	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1090	1090	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：52点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：52点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续4秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	52	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22601	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1091	1091	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：60点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续5秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：60点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续5秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22602	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1092	1092	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：68点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续5秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：68点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续5秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22603	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1093	1093	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：76点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续5秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：76点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续5秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22604	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1094	1094	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：84点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续6秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：84点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续6秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	84	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22605	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1095	1095	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：92点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续6秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：92点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续6秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22606	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1096	1096	潜龙勿用	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：100点#r瞬间释放#r冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续6秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：100点#r瞬间释放 冷却时间：120秒#r群体攻击 令自身周围5米范围内，最多4个目标失明，持续6秒，失明状态下无法进行任何操作，会在一定区域内随机移动#r#c5BC257需要装备武器	0	120000	-1	-1	需要MP	4	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22607	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1097	1097	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：18点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：18点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22608	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1098	1098	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：30点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：30点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22609	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1099	1099	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：42点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：42点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	42	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22610	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1100	1100	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：54点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：54点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	54	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22611	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1101	1101	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：66点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：66点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22612	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1102	1102	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：78点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：78点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	78	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22613	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1103	1103	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：90点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：90点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22614	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1104	1104	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：102点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：102点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22615	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1105	1105	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：114点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：114点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22616	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1106	1106	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：126点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：126点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22617	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1107	1107	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：138点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：138点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	138	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22618	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1108	1108	见龙在田	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：150点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：150点#r瞬间释放#r上毒状态 该状态下攻击能使目标中毒，持续伤血，状态持续120秒	0	1200	-1	-1	需要MP	4	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			|生效一次的附加效果1	22619	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1																															
1109	1109	将军令	防具的基础外功防御效果增加#c54FF0050%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF0050%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	50	防具的基础魔法防御修正%	0																																			
1110	1110	将军令	防具的基础外功防御效果增加#c54FF0055%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF0055%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	55	防具的基础魔法防御修正%	0																																			
1111	1111	将军令	防具的基础外功防御效果增加#c54FF0060%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF0060%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	60	防具的基础魔法防御修正%	0																																			
1112	1112	将军令	防具的基础外功防御效果增加#c54FF0065%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF0065%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	65	防具的基础魔法防御修正%	0																																			
1113	1113	将军令	防具的基础外功防御效果增加#c54FF0070%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF0070%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	70	防具的基础魔法防御修正%	0																																			
1114	1114	将军令	防具的基础外功防御效果增加#c54FF0075%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF0075%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	75	防具的基础魔法防御修正%	0																																			
1115	1115	将军令	防具的基础外功防御效果增加#c54FF0080%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF0080%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	80	防具的基础魔法防御修正%	0																																			
1116	1116	将军令	防具的基础外功防御效果增加#c54FF0085%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF0085%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	85	防具的基础魔法防御修正%	0																																			
1117	1117	将军令	防具的基础外功防御效果增加#c54FF0090%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF0090%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	90	防具的基础魔法防御修正%	0																																			
1118	1118	将军令	防具的基础外功防御效果增加#c54FF0095%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF0095%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	95	防具的基础魔法防御修正%	0																																			
1119	1119	将军令	防具的基础外功防御效果增加#c54FF00100%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF00100%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	100	防具的基础魔法防御修正%	0																																			
1120	1120	将军令	防具的基础外功防御效果增加#c54FF00105%#cFFFFFF#r#c5BC257被动技能	防具的基础外功防御效果增加#c54FF00105%#cFFFFFF#r#c5BC257被动技能	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			防具的基础物理防御修正%	105	防具的基础魔法防御修正%	0																																			
1121	1121	青龙出水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：7点#r有效距离：0-2米#r瞬间释放#r冷却时间：20秒#r单体近身攻击 外功攻击增加#c54FF00{A:2197 B:158.746}#cFFFFFF点，击中目标有#c54FF0010%#cFFFFFF的机率回复#c54FF00{A:440 B:33.2}#cFFFFFF点血#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：7点 有效距离：0-2米#r瞬间释放 冷却时间：20秒#r单体近身攻击 外功攻击增加，击中目标有#c54FF0010%#cFFFFFF的机率回复一定量血#r#c5BC257需要装备武器	3	20000	-1	-1	消耗mp	4	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	22572	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	0																													
1122	1122	青龙出水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：12点#r有效距离：0-2米#r瞬间释放#r冷却时间：20秒#r单体近身攻击 外功攻击增加#c54FF00{A:3746 B:158.746}#cFFFFFF点，击中目标有#c54FF0012%#cFFFFFF的机率回复#c54FF00{A:770 B:33.2}#cFFFFFF点血#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：12点 有效距离：0-2米#r瞬间释放 冷却时间：20秒#r单体近身攻击 外功攻击增加，击中目标有#c54FF0012%#cFFFFFF的机率回复一定量血#r#c5BC257需要装备武器	3	20000	-1	-1	消耗mp	4	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	22573	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	0																													
1123	1123	青龙出水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：17点#r有效距离：0-2米#r瞬间释放#r冷却时间：20秒#r单体近身攻击 外功攻击增加#c54FF00{A:5302 B:158.746}#cFFFFFF点，击中目标有#c54FF0014%#cFFFFFF的机率回复#c54FF00{A:1100 B:33.2}#cFFFFFF点血#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：17点 有效距离：0-2米#r瞬间释放 冷却时间：20秒#r单体近身攻击 外功攻击增加，击中目标有#c54FF0014%#cFFFFFF的机率回复一定量血#r#c5BC257需要装备武器	3	20000	-1	-1	消耗mp	4	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	22574	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	0																													
1124	1124	青龙出水	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：21点#r有效距离：0-2米#r瞬间释放#r冷却时间：20秒#r单体近身攻击 外功攻击增加#c54FF00{A:6857 B:158.746}#cFFFFFF点，击中目标有#c54FF0016%#cFFFFFF的机率回复#c54FF00{A:1430 B:33.2}#cFFFFFF点血#r#c5BC257需要装备武器	#c54FF00（拖至快捷栏中使用）#r#cFFFFFF消耗气：21点 有效距离：0-2米#r瞬间释放 冷却时间：20秒#r单体近身攻击 外功攻击增加，击中目标有#c54FF0016%#cFFFFFF的机率回复一定量血#r#c5BC257需要装备武器	3	20000	-1	-1	消耗mp	4	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1			攻击的效果	22575	给自己的效果	-1	给自己的效果的发生几率	0	给目标的效果	-1	给目标的效果的发生几率	0																													
