INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING				
730	700	5010					桃花阵底盘		脚下光圈点	0	0	0	0	0						
731	700	5010					桃花阵底盘绿		脚下光圈点	0	0	0	0	0						
732	700	10	Buff2_12							1	0	0	0	0		蓝色佛灯：基础内外功增加100%				
733	700	10	FightSkillShaoLin1_13							1	0	0	0	0		红色佛灯：免疫伤害				
734	646	1	Shenqi_4							1	0	0	0	0		命中敌人时有机率打出精妙一击，额外造成伤害并在一段时间内增加自身命中，减少对方闪避				
735	811	1	PetSkill6_8	npc_all_kongzhi_zdo		身体受击点				0	0	1	0	0		内外功防御降低2400				
736	812	1	PetSkill6_6	npc_all_kongzhi_zdo		身体受击点				0	0	1	0	0		内外功攻击降低2400				
737	737	10	Buff11_3				buff_老友的祝福持续		身体中心点	0	0	0	1	0		老友的祝福，所有属性增加10点，持续30分钟				
738	737	20	Buff11_3				buff_老友的祝福持续		身体中心点	0	0	0	1	0		老友的祝福，所有属性增加16点，持续30分钟				
739	737	30	Buff11_3				buff_老友的祝福持续		身体中心点	0	0	0	1	0		老友的祝福，所有属性增加22点，持续30分钟				
740	737	40	Buff11_3				buff_老友的祝福持续		身体中心点	0	0	0	1	0		老友的祝福，所有属性增加28点，持续30分钟				
741	737	50	Buff11_3				buff_老友的祝福持续		身体中心点	0	0	0	1	0		老友的祝福，所有属性增加34点，持续30分钟				
742	737	60	Buff11_3				buff_老友的祝福持续		身体中心点	0	0	0	1	0		老友的祝福，所有属性增加40点，持续30分钟				
743	743	10	Buff11_4				buff_老友归来		身体中心点	1	0	0	0	0		老友归来：在打怪时能够获得额外20%经验				
744	744	10	Buff11_11				buff_欢乐米浆		身体中心点	1	0	0	0	0		欢乐米浆。人物所有属性+8，持续15分钟。当你带有这种光环的时候，别的玩家可以在你的帮助下使用团圆糯米来磨制年糕。				
745	745	10	Buff11_13				buff_进宝米浆		身体中心点	1	0	0	0	0		进宝米浆。人物体力+15，持续15分钟。当你带有这种光环的时候，别的玩家可以在你的帮助下使用招财糯米来磨制年糕。				
746	746	10	Buff11_12				buff_幸福米浆		身体中心点	1	0	0	0	0		幸福米浆。人物身法+15，持续15分钟。当你带有这种光环的时候，别的玩家可以在你的帮助下使用甜美糯米来磨制年糕。				
747	699	1	RideHeader2_7							1	0	0	1	0		线上志愿者				
749	749	10	Huodong_3_6				buff_七夕_01		身体中心点	0	0	0	1	0		玫瑰祝福：所有属性+10。持续30分钟。				
750	749	20	Huodong_3_6				buff_七夕_01		身体中心点	0	0	0	1	0		玫瑰祝福：所有属性+16。持续30分钟。				
751	749	30	Huodong_3_6				buff_七夕_01		身体中心点	0	0	0	1	0		玫瑰祝福：所有属性+22。持续30分钟。				
752	749	40	Huodong_3_6				buff_七夕_01		身体中心点	0	0	0	1	0		玫瑰祝福：所有属性+28。持续30分钟。				
753	749	50	Huodong_3_6				buff_七夕_01		身体中心点	0	0	0	1	0		玫瑰祝福：所有属性+34。持续30分钟。				
754	749	60	Huodong_3_6				buff_七夕_01		身体中心点	0	0	0	1	0		玫瑰祝福：所有属性+40。持续30分钟。				
755	755	1	Buff11_5				buff_和谐光环01		身体中心点	1	0	0	1	0		蹴鞠光环：造成的所有伤害提高10%				
756	756	110	Shenqi_13							1	0	0	0	0		大夏龙雀：有一定几率吸取目标的血				
757	757	110	Shenqi_13							1	0	0	0	0		大夏龙雀：有一定几率降低目标的移动速度				
758	758	110	Shenqi_13							1	0	0	0	0		大夏龙雀：有一定几率降低目标的内外功防御				
759	759	110	Shenqi_12							1	0	0	0	0		大商尘影：有一定几率吸取目标的血				
760	760	110	Shenqi_12							1	0	0	0	0		大商尘影：有一定几率吸取目标的气				
761	761	110	Shenqi_12							1	0	0	0	0		大商尘影：有一定几率降低目标的内外功防御				
762	762	110	Shenqi_6							1	0	0	0	0		大周岚夜：有一定几率吸取目标的血				
763	763	110	Shenqi_6							1	0	0	0	0		大周岚夜：有一定几率降低目标的内外功攻击				
764	764	110	Shenqi_6							1	0	0	0	0		大周岚夜：有一定几率降低目标的内外功防御				
765	765	110	Shenqi_9							1	0	0	0	0		大秦锋镝：有一定几率吸取目标的血				
766	766	110	Shenqi_9							1	0	0	0	0		大秦锋镝：有一定几率降低目标的移动速度				
767	767	110	Shenqi_9							1	0	0	0	0		大秦锋镝：有一定几率降低目标的内外功攻击				
768	768	110	Shenqi_10							1	0	0	0	0		大汉弘纲：有一定几率吸取目标的血				
769	769	110	Shenqi_10							1	0	0	0	0		大汉弘纲：有一定几率吸取目标的气				
770	770	110	Shenqi_10							1	0	0	0	0		大汉弘纲：有一定几率降低目标的内外功攻击				
771	771	110	Shenqi_7							1	0	0	0	0		大晋星痕：有一定几率吸取目标的血				
772	772	110	Shenqi_7							1	0	0	0	0		大晋星痕：有一定几率减少目标的怒气				
773	773	110	Shenqi_7							1	0	0	0	0		大晋星痕：有一定几率降低目标的内外功攻击				
774	775	110	Shenqi_11							1	0	0	0	0		大隋凝霜：有一定几率降低目标的移动速度				
775	774	110	Shenqi_11							1	0	0	0	0		大隋凝霜：有一定几率吸取目标的血				
776	776	110	Shenqi_11							1	0	0	0	0		大隋凝霜：有一定几率降低目标的内外功攻击				
777	777	110	Shenqi_14							1	0	0	0	0		大唐昆岳：有一定几率吸取目标的血				
778	778	110	Shenqi_14							1	0	0	0	0		大唐昆岳：有一定几率降低目标的移动速度				
779	779	110	Shenqi_14							1	0	0	0	0		大唐昆岳：有一定几率降低目标的内外功攻击				
780	780	110	Shenqi_8							1	0	0	0	0		大宋君岑：有一定几率吸取目标的血				
781	781	110	Shenqi_8							1	0	0	0	0		大宋君岑：有一定几率吸取目标的气				
782	782	110	Shenqi_8							1	0	0	0	0		大宋君岑：有一定几率降低目标的内外功攻击				
783	783	110	Shenqi_13				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大夏龙雀：吸取目标的血				
784	784	110	Shenqi_13				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大夏龙雀：已降低一个目标的移动速度40%				
785	785	110	Shenqi_13				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大夏龙雀：已降低一个目标的内外功防御1923				
786	786	110	Shenqi_12				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大商尘影：吸取目标的血				
787	787	110	Shenqi_12				wq_吸气触发01		右武器绑定点	0	0	0	1	0		大商尘影：吸取目标的气				
788	788	110	Shenqi_12				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大商尘影：已降低一个目标的内外功防御1923				
789	789	110	Shenqi_6				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大周岚夜：吸取目标的血				
790	790	110	Shenqi_6				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大周岚夜：已降低一个目标的内外功攻击1923				
791	791	110	Shenqi_6				wq_破绽触发01		右武器绑定点	0	0	0	1	0		大周岚夜：已降低一个目标的内外功防御1923				
792	792	110	Shenqi_9				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大秦锋镝：吸取目标的血				
793	793	110	Shenqi_9				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大秦锋镝：已降低一个目标的移动速度40%				
794	794	110	Shenqi_9				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大秦锋镝：已降低一个目标的内外功攻击1923				
795	795	110	Shenqi_10				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大汉弘纲：吸取目标的血				
796	796	110	Shenqi_10				wq_吸气触发01		右武器绑定点	0	0	0	1	0		大汉弘纲：吸取目标的气				
797	797	110	Shenqi_10				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大汉弘纲：已降低一个目标的内外功攻击1923				
798	798	110	Shenqi_7				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大晋星痕：吸取目标的血				
799	799	110	Shenqi_7				wq_打怒触发01		右武器绑定点	0	0	0	1	0		大晋星痕：减少目标的怒气				
800	800	110	Shenqi_7				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大晋星痕：已降低一个目标的内外功攻击1923				
801	801	110	Shenqi_11				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大隋凝霜：已降低一个目标的移动速度40%				
802	802	110	Shenqi_11				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大隋凝霜：吸取目标的血				
803	803	110	Shenqi_11				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大隋凝霜：已降低一个目标的内外功攻击1923				
804	804	110	Shenqi_14				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大唐昆岳：吸取目标的血				
805	805	110	Shenqi_14				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		大唐昆岳：已降低一个目标的移动速度40%				
806	806	110	Shenqi_14				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大唐昆岳：已降低一个目标的内外功攻击1923				
807	807	110	Shenqi_8				wq_吸血触发01		右武器绑定点	0	0	0	1	0		大宋君岑：吸取目标的血				
808	808	110	Shenqi_8				wq_吸气触发01		右武器绑定点	0	0	0	1	0		大宋君岑：吸取目标的气				
809	809	110	Shenqi_8				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		大宋君岑：已降低一个目标的内外功攻击1923				
810	810	5112	PetSkill6_15	npc_all_kongzhi_zdo		身体受击点				0	0	1	0	0		减速：移动速度降低40%				
811	811	5240	PetSkill6_8	npc_all_kongzhi_zdo		身体受击点				0	0	1	0	0		破绽：内外功防御降低1923				
812	812	5240	PetSkill6_6	npc_all_kongzhi_zdo		身体受击点				0	0	1	0	0		虚弱：内外功攻击降低1923				
813	813	10	Buff9_7							1	0	0	0	0		普渡：命中目标后有几率减少对方玄抗30点，可以将目标的抗性降低至负值				
814	814	10	Buff9_10							1	0	0	0	0		焚魂：命中目标后有几率减少对方火抗30点，可以将目标的抗性降低至负值				
815	815	10	Buff9_8							1	0	0	0	0		炎毒：命中目标后有几率减少对方毒抗和火抗各20点，可以将目标的抗性降低至负值				
816	816	10	Buff9_6							1	0	0	0	0		寒雷：命中目标后有几率减少对方玄抗和冰抗各20点，可以将目标的抗性降低至负值				
817	817	10	Buff9_13							1	0	0	0	0		骤霜：命中目标后有几率减少对方冰抗和玄抗各20点，可以将目标的抗性降低至负值				
818	818	10	Buff9_12							1	0	0	0	0		噬心：命中目标后有几率减少对方毒抗30点，可以将目标的抗性降低至负值				
819	819	10	Buff9_9							1	0	0	0	0		刺骨：命中目标后有几率减少对方冰抗30点，可以将目标的抗性降低至负值				
820	820	10	Buff9_5							1	0	0	0	0		碧火：命中目标后有几率减少对方火抗和毒抗各20点，可以将目标的抗性降低至负值				
821	821	10	Buff9_11							1	0	0	0	0		神光：命中目标后有几率减少对方所有抗性各15点，可以将目标的抗性降低至负值				
822	822	5010	Buff9_7							0	0	1	0	0		普渡：降低玄抗30点				
823	823	5010	Buff9_10							0	0	1	0	0		焚魂：降低火抗30点				
824	824	5010	Buff9_8							0	0	1	0	0		炎毒：降低毒抗和火抗各20点				
825	825	5010	Buff9_6							0	0	1	0	0		寒雷：降低玄抗和冰抗各20点				
826	826	5010	Buff9_13							0	0	1	0	0		骤霜：降低冰抗和玄抗各20点				
827	827	5010	Buff9_12							0	0	1	0	0		噬心：降低毒抗30点				
828	828	5010	Buff9_9							0	0	1	0	0		刺骨：降低冰抗30点				
829	829	5010	Buff9_5							0	0	1	0	0		碧火：降低火抗和毒抗各20点				
830	830	5010	Buff9_11							0	0	1	0	0		神光：降低所有抗性各15点				
831	831	5010	Ore2_3	kvk_zc_青龙战车_buff		脚下光圈点				0	0	1	0	0		战车发动攻击				
832	832	5010	Ore2_3	kvk_zc_白虎战车_buff		脚下光圈点				0	0	1	0	0		战车发动攻击				
833	833	5010	Ore2_3	kvk_zc_朱雀战车_buff		脚下光圈点				0	0	1	0	0		战车发动攻击				
834	834	5010	Ore2_3	kvk_zc_玄武战车_buff		脚下光圈点				0	0	1	0	0		战车发动攻击				
835	786	1	Shenqi_12				wq_吸血触发01		右武器绑定点	0	0	0	1	0		吸取目标的血				
836	787	1	Shenqi_12				wq_吸气触发01		右武器绑定点	0	0	0	1	0		吸取目标的气				
837	788	1	Shenqi_12				wq_破绽触发01		右武器绑定点	0	0	0	1	0		已降低一个目标的内外功防御2400				
838	790	1	Shenqi_6				wq_虚弱触发01		右武器绑定点	0	0	0	1	0		已降低一个目标的内外功攻击2400				
839	793	1	Shenqi_9				wq_摔绊触发01		右武器绑定点	0	0	0	1	0		已降低一个目标的移动速度45%				
840	799	1	Shenqi_7				wq_打怒触发01		右武器绑定点	0	0	0	1	0		减少目标的怒气				
841	756	1	Shenqi_13							1	0	0	0	0		有一定几率吸取目标的血				
842	757	1	Shenqi_13							1	0	0	0	0		有一定几率降低目标的移动速度				
843	758	1	Shenqi_13							1	0	0	0	0		有一定几率降低目标的内外功防御				
844	760	1	Shenqi_12							1	0	0	0	0		有一定几率吸取目标的气				
845	763	1	Shenqi_6							1	0	0	0	0		有一定几率降低目标的内外功攻击				
846	772	1	Shenqi_7							1	0	0	0	0		有一定几率减少目标的怒气				
847	646	1	Shenqi_3							1	0	0	0	0		命中敌人时有机率打出奋力一击，额外造成伤害并在一段时间内增加自身外功攻击，减少对方外功防御				
848	646	1	Shenqi_2							1	0	0	0	0		命中敌人时有机率打出蓄力一击，额外造成伤害并在一段时间内增加自身内功攻击，减少对方内功防御				
849	646	1	Shenqi_5							1	0	0	0	0		命中敌人时有机率打出绝妙一击，额外造成伤害并在一段时间内增加自身会心攻击，减少对方会心防御				
850	850	1	Buff7_11				g01_buff5		身体中心点	1	0	0	0	0		出土文物：免疫外功伤害				
851	851	1	Buff7_12				g01_buff5		身体中心点	1	0	0	0	0		出土文物：免疫内功伤害				
852	852	1	Buff7_14							1	0	0	0	0		出土文物：免疫冰系以外的属性伤害				
853	853	1	Buff7_13							1	0	0	0	0		出土文物：免疫火系以外的属性伤害				
854	854	1	Buff7_15							1	0	0	0	0		出土文物：免疫玄系以外的属性伤害				
855	855	1	Buff7_16							1	0	0	0	0		出土文物：免疫毒系以外的属性伤害				
856	856	1	Buff7_3				boss_飘渺峰哈大霸buff01		身体中心点	1	0	0	0	0		悬枢之痛：悬枢穴生死符发作，无法移动，但伤害加倍				
857	857	2001	Buff7_5				boss_飘渺峰哈大霸buff03		身体中心点	1	0	0	0	0		气海之痛：气海穴生死符发作，所受伤害加倍				
858	858	2001	Buff7_4				boss_飘渺峰哈大霸buff02		身体中心点	1	0	0	0	0		丝竹空之痛：丝竹空穴生死符发作，此时六亲不认，攻击不会转移目标				
859	859	501	Buff7_6				boss_飘渺峰乌老大buff疯狂		身体中心点	1	0	0	0	0		疯狂：极大的提高移动速度和伤害				
860	860	7001	Buff0_15				g01_buff27		脚下光圈点	0	0	1	0	0		哪里走：因震慑而无法移动				
861	861	1	Buff8_3		Skills\Common\金甲明镜.wav		boss_飘渺峰卓不凡03		身体中心点	1	0	0	0	0		金甲：免疫外功伤害				
862	862	1	Buff8_4		Skills\Common\金甲明镜.wav		boss_飘渺峰卓不凡02		身体中心点	1	0	0	0	0		明镜：免疫内功伤害				
863	863	1	Buff7_7				boss_飘渺峰卓不凡01		身体中心点	1	0	0	0	0		兄弟：愤怒状态，提高移动速度和伤害				
864	864	5001	Buff8_5		Skills\Common\烟花、暗雷.wav		boss_飘渺峰不平道人02		身体中心点	1	0	0	0	0		暗雷：身中暗雷，爆炸后会对周围队友造成伤害				
865	865	5001	Buff8_5		Skills\Common\烟花、暗雷.wav		boss_飘渺峰不平道人04		身体中心点	1	0	0	0	0		暗雷：身中暗雷，爆炸后会对周围队友造成伤害				
866	866	1	Buff8_6		Skills\Common\金甲明镜.wav		boss_飘渺峰不平道人03		脚下光圈点	1	0	0	0	0		精算：内外攻中伤害较低的发挥效果，且伤害放大一倍				
867	867	1	Buff9_2							0	0	0	0	0		有趣：每秒恢复少量的血				
868	868	5001	Buff9_4							0	0	0	0	0		震慑：每秒损失少量的血				
869	869	7001	Buff7_10							0	0	0	0	0		牛毛毒针：因受毒针而降低移动速度				
870	870	5100	Buff8_1							0	0	0	0	0		毒性变换：降低毒抗性180点				
871	871	5001	Buff8_2				g01_buff32		身体受击点	0	0	0	0	0		麻痹毒药：蚀骨之毒，每秒受到一定伤害				
872	872	5500	Buff8_9							0	0	0	0	0		寒冰：因受到冰冻而降低移动速度				
873	873	1	FightSkillDaLi_4							0	0	0	0	0		有趣：移动速度提高15%				
874	874	5001	Buff1_1	g01_yanggetianjun		身体受击点				0	0	0	0	0		震慑：移动速度降低15%				
875	875	5001	Buff8_12				boss_李秋水04		脚下光圈点	0	0	0	0	0		剑舞·内				
876	875	5001	Buff8_13				boss_李秋水06		脚下光圈点	0	0	0	0	0		剑舞·火				
877	875	5001	Buff8_15				boss_李秋水11		脚下光圈点	0	0	0	0	0		剑舞·外				
878	875	5001	Buff8_14				boss_李秋水14		脚下光圈点	0	0	0	0	0		剑舞·玄				
879	875	5001	Buff8_11				boss_李秋水16		脚下光圈点	0	0	0	0	0		剑舞·冰				
880	875	5001	Buff8_10				boss_李秋水18		脚下光圈点	0	0	0	0	0		剑舞·毒				
881	881	11	Buff8_12							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·内				
882	881	11	Buff8_13							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·火				
883	881	11	Buff8_15							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·外				
884	881	11	Buff8_14							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·玄				
885	881	11	Buff8_11							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·冰				
886	881	11	Buff8_10							0	0	0	0	0		剑舞免疫：免疫李秋水剑舞·毒				
887	887	1	Buff9_1							0	0	0	0	0		有趣：每秒恢复少量的气				
888	888	5001	Buff9_3							0	0	0	0	0		震慑：每秒损失少量的气				
889	99	2200	Ride2_5							0	0	0	1	0		坐骑：碧水金睛兽。骑乘后移动速度+80%。				
890	890	7500	Buff0_16				buff_sangong_01		脚下光圈点	0	1	1	0	0		无法使用任何攻击技能				
891	891	5100	Buff8_1							0	0	0	0	0		毒性变换：降低毒抗性1点				
892	892	5010	FabaoDaoju_1							0	-1	-1	0	0		小明目丹：暗器获得经验变成1.5倍				
893	893	5020	FabaoDaoju_5							0	-1	-1	0	0		大明目丹：暗器获得经验变成2倍				
894	894	5010	Buff8_2				g01_buff32		身体受击点	0	1	1	0	0		诅咒：持续掉血				
895	895	10	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环_变青		身体中心点	0	0	0	1	0		天龙光环：增加所有属性				
896	896	10	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环_变紫		身体中心点	0	0	0	1	0		天龙光环：增加所有属性				
897	897	1	PetSkill5_8							0	0	0	0	0		洞察之眼：钱庄小偷的克星				
900	900	10	Buff5_9				活动BUFF_A01		身体中心点	1	0	0	0	0		秦皇战神：增加人物基础外功攻击和基础内功攻击				
901	655	1	haiwai1_1				g01_xy_jq_黄金甲_1		脚下光圈点	0	0	0	1	0		夫妻行功心法				
902	902	5011	Buff1_6							0	0	0	1	0		增加：10%血上限				
903	903	5011	Buff1_7							0	0	0	1	0		增加：10%气上限				
904	904	5011	Buff1_8							0	0	0	1	0		增加：15%外功攻击				
905	905	5011	Buff1_9							0	0	0	1	0		增加：15%内功攻击				
906	906	5011	Buff1_10							0	0	0	1	0		增加：15%外功防御				
907	907	5011	TaskTools3_8							0	0	0	1	0		增加：15%内功防御				
908	908	5011	Buff1_6							0	0	0	1	0		增加：11%血上限				
909	909	5011	Buff1_7							0	0	0	1	0		增加：11%气上限				
910	910	5011	Buff1_8							0	0	0	1	0		增加：16%外功攻击				
911	911	5011	Buff1_9							0	0	0	1	0		增加：16%内功攻击				
912	912	5011	Buff1_10							0	0	0	1	0		增加：16%外功防御				
913	913	5011	TaskTools3_8							0	0	0	1	0		增加：16%内功防御				
914	914	5011	Buff1_6							0	0	0	1	0		增加：11%血上限				
915	915	5011	Buff1_7							0	0	0	1	0		增加：11%气上限				
916	916	5011	Buff1_8							0	0	0	1	0		增加：17%外功攻击				
917	917	5011	Buff1_9							0	0	0	1	0		增加：17%内功攻击				
918	918	5011	Buff1_10							0	0	0	1	0		增加：17%外功防御				
919	919	5011	TaskTools3_8							0	0	0	1	0		增加：17%内功防御				
920	920	5011	Buff1_6							0	0	0	1	0		增加：12%血上限				
921	921	5011	Buff1_7							0	0	0	1	0		增加：12%气上限				
922	922	5011	Buff1_8							0	0	0	1	0		增加：18%外功攻击				
923	923	5011	Buff1_9							0	0	0	1	0		增加：18%内功攻击				
924	924	5011	Buff1_10							0	0	0	1	0		增加：18%外功防御				
925	925	5011	TaskTools3_8							0	0	0	1	0		增加：18%内功防御				
926	926	5030	Buff12_2							1	0	0	0	0		参悟典故-起：参悟典故，力量+30，灵气+30				
927	927	5040	Buff12_2							1	0	0	0	0		参悟典故-承：参悟典故，力量+30，灵气+30				
928	928	5050	Buff12_2							1	0	0	0	0		参悟典故-转：参悟典故，力量+30，灵气+30				
929	929	5060	Buff12_2							1	0	0	0	0		参悟典故-合：参悟典故，力量+30，灵气+30				
948	948	1	MenpaiLiveSkill2_13				hd_自爆buff释放		脚下光圈点	0	0	0	0	0		烈火燎原：BUFF消失后，对5米范围内最多15个怪造成血-50%的效果。				
949	949	5001	Buff11_8				凤凰战旗_背旗		凤凰战旗绑定点	0	0	0	1	0		凤凰战旗，不可传送。隐身、骑乘、死亡后掉落				
950	950	1	Buff4_16				BOSS传送		脚下光圈点	0	0	0	0	0		传送				
951	951	7001	Buff1_5							0	1	1	0	0		虚弱：所受伤害放大50%				
955	955	10	PetEquipBuff1_9							0	0	0	1	0		增加连击技能的释放几率				
956	956	10	PetEquipBuff1_5							0	0	0	1	0		增加猛击技能的释放几率				
957	957	10	PetEquipBuff1_4							0	0	0	1	0		猛击技能释放时额外增加外功攻击				
958	958	10	PetEquipBuff1_3							0	0	0	1	0		增加痛击技能的释放几率				
959	959	10	PetEquipBuff1_8							0	0	0	1	0		增加烈火咒、玄雷咒、血毒咒、寒冰咒技能的释放几率				
960	960	10	PetEquipBuff1_2							0	0	0	1	0		痛击技能释放时额外增加内功攻击				
961	961	10	PetEquipBuff1_7							0	0	0	1	0		烈火咒、玄雷咒、血毒咒、寒冰咒释放时额外增加对应的属性攻击				
962	962	10	PetEquipBuff1_6							0	0	0	1	0		增加灵动技能对珍兽自己的生效几率				
963	963	10	PetEquipBuff2_3							0	0	0	1	0		增加灵气技能对玩家的生效几率				
964	964	10	PetEquipBuff1_1							0	0	0	1	0		增加忠心技能对玩家的生效几率				
965	965	10	PetEquipBuff1_12							0	0	0	1	0		增加反震技能对目标的生效几率				
966	966	10	PetEquipBuff1_11							0	0	0	1	0		增加反击技能对目标的生效几率				
967	966	10	PetEquipBuff1_10							0	0	0	1	0		增加摔绊技能对目标的生效几率				
968	964	10	PetEquipBuff2_2							0	0	0	1	0		增加破绽技能对目标的生效几率				
969	965	10	PetEquipBuff2_1							0	0	0	1	0		增加虚弱技能对目标的生效几率				
970	966	10	PetEquipBuff1_16							0	0	0	1	0		增加打怒技能对目标的生效几率				
971	967	10	PetEquipBuff1_14							0	0	0	1	0		增加吸气技能对目标的生效几率				
972	968	10	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环_变暗红		身体中心点	0	0	0	1	0		天龙光环：增加所有属性				
973	969	10	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环_变橙		身体中心点	0	0	0	1	0		天龙光环：增加所有属性				
974	970	10	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环_变粉红		身体中心点	0	0	0	1	0		天龙光环：增加所有属性				
975	971	10	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环_变黑		身体中心点	0	0	0	1	0		天龙光环：增加所有属性				
976	972	10	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环_变红		身体中心点	0	0	0	1	0		天龙光环：增加所有属性				
977	973	10	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环_变黄		身体中心点	0	0	0	1	0		天龙光环：增加所有属性				
978	974	10	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环_变绿		身体中心点	0	0	0	1	0		天龙光环：增加所有属性				
979	975	10	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环_变浅蓝		身体中心点	0	0	0	1	0		天龙光环：增加所有属性				
980	980	160	Ore2_3							1	0	0	0	0		驾驶蚩尤青龙战车				
981	981	160	Ore2_3							1	0	0	0	0		驾驶蚩尤白虎战车				
982	982	160	Ore2_3							1	0	0	0	0		驾驶蚩尤朱雀战车				
983	983	160	Ore2_3							1	0	0	0	0		驾驶蚩尤玄武战车				
984	984	160	Ore2_3							1	0	0	0	0		驾驶蚩尤盘古战车				
985	985	160	Ore2_3							1	0	0	0	0		驾驶炎黄青龙战车				
986	986	160	Ore2_3							1	0	0	0	0		驾驶炎黄白虎战车				
987	987	160	Ore2_3							1	0	0	0	0		驾驶炎黄朱雀战车				
988	988	160	Ore2_3							1	0	0	0	0		驾驶炎黄玄武战车				
989	989	161	FightSkillGaiBang_3							0	0	0	1	0		免疫减速				
990	990	161	FightSkillMingJiao1_3				g01_buff18		身体受击点	0	0	0	1	0		免疫散功				
991	991	121	FightSkillShaoLin2_3	g01_sl_zdo_mingjingtai_01		身体受击点				0	0	0	1	0		免疫失明				
992	993	7095	FightSkillTianShan_9	g01_ts_zdo_renwowuxiang		身体受击点	g01_buff38		头顶状态点	0	1	1	0	0		点穴：封穴，移动不能，操作不能，可被攻击，无法被打醒				
993	993	160	Ore2_3							1	0	0	0	0		驾驶炎黄盘古战车				
994	994	7120	Buff0_15		Skills\Sl\Sl_金刚伏魔圈_定身.wav		g01_buff27		脚下光圈点	0	1	1	0	0		定身：无法移动并且不能攻击或使用技能				
995	1022	5020	YuanDan1_1				g01_buff_圣诞礼盒01		脚下光圈点	0	0	0	1	0		圣诞快乐				
996	1022	5020	YuanDan1_4				g01_buff_圣诞礼盒02		脚下光圈点	0	0	0	1	0		圣诞快乐				
997	1022	5020	YuanDan1_3				g01_buff_圣诞礼盒03		脚下光圈点	0	0	0	1	0		圣诞快乐				
998	1022	5020	YuanDan1_2				g01_buff_圣诞礼盒04		脚下光圈点	0	0	0	1	0		圣诞快乐				
999	999	2000	Buff4_16							0	0	0	0	0		免疫控制和僵硬				
1000	1000	2000	Buff4_16							0	0	0	0	0		免疫控制				
1001	30	5010	Buff1_4							0	1	1	0	0		破绽：受到火烧赤壁技能攻击的伤害增加				
1002	34	5010	Buff1_5							0	1	1	0	0		虚弱：内功攻击减少				
1003	1003	5160	FightSkillXiaoYao1_5							0	0	1	0	0		蛟龙出水：受到蜃龙乱舞攻击将被定身				
1004	23	5010	Buff1_1	g01_yanggetianjun		身体受击点	g01_buff100		脚下光圈点	0	1	1	0	0		蜃龙乱舞：僵硬，移动速度减慢				
1005	1005	5010	FightSkillXiaoYao1_7							0	0	1	0	0		海市蜃楼：受到蛟龙乱舞攻击伤害增加				
1006	1006	10	FightSkillMingJiao_15				boss_镜湖水鬼_火烧赤壁		脚下光圈点	0	0	0	0	0		火烧赤壁：自身周围15米范围内所有敌对目标将受到持续的火攻击和破绽效果				
1007	1007	10	FightSkillGaiBang1_8				boss_镜湖水鬼_蛟龙乱舞		脚下光圈点	0	0	0	0	0		蛟龙乱舞：自身周围5米范围内所有敌对目标将受到持续的火攻击				
