INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING
167	十步一杀6	十步一杀6	0	0	0	2	2	buff_陷阱十步一杀_六	-1	buff_陷阱十步一杀_激发	-1							9500	4000	2	3	1	0	0	0	0	0	效果1	2877	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
168	白云	白云	0	0	0	2	15	buff_白云	-1	boss花容陷阱-爆发黄色	-1							20000	2000	2	5	12	0	0	0	0	0	效果1		效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
169	黑云	黑云	0	0	0	2	15	buff_黑云	-1	boss花容陷阱-爆发红色	-1							20000	2000	2	5	12	0	0	0	0	0	效果1		效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
176	花好月圆	花好月圆	0	1	0	0	0	yanhua_100825_中秋节	-1		-1							35000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
186	圣诞礼盒	圣诞礼盒	0	1	0	0	0	yanhua_10Q4_圣诞节二	-1		-1							20000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
																																																												
187	凌神式消失	凌神式消失	0	1	0	0	0	m01_gs_秘剑式_聚气	294		-1							500	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
188	诱敌深入	诱敌深入	0	0	0	2	3	boss_兵圣奇阵林_诱敌深入	-1	boss_兵圣奇阵林_诱敌深入_爆发	-1							6000	2000	300	3	24	0	0	0	0	0	效果1	8820	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
189	水迹	水迹	0	0	0	2	16	buff_boss兵圣奇阵火_侵略如火_水陷阱	-1		-1							16000	1000	300	5	24	0	0	0	0	0	效果1	8840	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
190	地火焚天	地火焚天	0	0	0	2	32	buff_boss兵圣奇阵火_地火焚天_陷阱	-1	buff_boss兵圣奇阵火_地火焚天_陷阱爆发	-1							96000	3000	300	5	24	0	0	0	0	0	效果1	8842	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
191	风雷弹爆炸	风雷弹爆炸	0	0	0	2	1		-1		-1							500	500	300	3	24	0	0	0	0	0	效果1	8839	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
192	石堆爆炸	石堆爆炸	0	0	0	2	1		-1		-1							500	500	300	3	24	0	0	0	0	0	效果1	8858	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
193	旋风爆炸	旋风爆炸	0	0	0	2	1	npc_兵圣奇阵风_旋风_01	-1	npc_兵圣奇阵风_旋风_自爆_01	-1							500	500	300	1	24	0	0	0	0	0	效果1	8845	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
194	诱敌深入困难	诱敌深入困难	0	0	0	2	3	boss_兵圣奇阵林_诱敌深入	-1	boss_兵圣奇阵林_诱敌深入_爆发	-1							6000	2000	300	3	24	0	0	0	0	0	效果1	8761	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
195	地火焚天困难	地火焚天困难	0	0	0	2	32	buff_boss兵圣奇阵火_地火焚天_陷阱	-1	buff_boss兵圣奇阵火_地火焚天_陷阱爆发	-1							96000	3000	300	5	24	0	0	0	0	0	效果1	8774	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
196	风雷弹爆炸困难	风雷弹爆炸困难	0	0	0	2	1		-1		-1							500	500	300	3	24	0	0	0	0	0	效果1	8773	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
197	石堆爆炸困难	石堆爆炸困难	0	0	0	2	1		-1		-1							500	500	300	3	24	0	0	0	0	0	效果1	8786	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
198	旋风爆炸困难	旋风爆炸困难	0	0	0	2	1	npc_兵圣奇阵风_旋风_01	-1	npc_兵圣奇阵风_旋风_自爆_01	-1							500	500	300	1	24	0	0	0	0	0	效果1	8775	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
199	石堆消失爆炸	石堆消失爆炸	0	1	0	0	0	npc_兵圣奇阵山_石头_爆炸	-1		-1							5000	5000	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
200	旋风提示	旋风提示	0	1	0	0	0	替代水迹陷阱	-1		-1							1000	500	0	0	0	0	0	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
#逍遥技能全修正 2019-12-5 17:04:06 逍遥子			极致修改   2020-03-30																																																									
201	桃花阵防	桃花阵	1	0	10	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22768	效果2	-1	效果3几率	20	效果3	22804																									
202	桃花阵防	桃花阵	1	0	20	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22769	效果2	-1	效果3几率	22	效果3	22804																									
203	桃花阵防	桃花阵	1	0	30	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22770	效果2	-1	效果3几率	24	效果3	22804																									
204	桃花阵防	桃花阵	1	0	40	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22771	效果2	-1	效果3几率	26	效果3	22804																									
205	桃花阵防	桃花阵	1	0	50	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22772	效果2	-1	效果3几率	28	效果3	22804																									
206	桃花阵防	桃花阵	1	0	60	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22773	效果2	-1	效果3几率	30	效果3	22804																									
207	桃花阵防	桃花阵	1	0	70	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22774	效果2	-1	效果3几率	32	效果3	22804																									
208	桃花阵防	桃花阵	1	0	80	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22775	效果2	-1	效果3几率	34	效果3	22804																									
209	桃花阵防	桃花阵	1	0	90	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22776	效果2	-1	效果3几率	36	效果3	22804																									
210	桃花阵防	桃花阵	1	0	100	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22777	效果2	-1	效果3几率	38	效果3	22804																									
211	桃花阵防	桃花阵	1	0	110	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22778	效果2	-1	效果3几率	40	效果3	22804																									
212	桃花阵防	桃花阵	1	0	120	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22779	效果2	-1	效果3几率	42	效果3	22804																									
231	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	24	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
232	步步生花	步步生花	5	0	160	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	25	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
250	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	925	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
251	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	930	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
252	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	931	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
253	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	932	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
254	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	933	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
255	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	934	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
256	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	935	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
257	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	936	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
258	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	937	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
259	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	938	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
260	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	939	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
261	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	940	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
262	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	940	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
263	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	940	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
264	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	940	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
265	破天式	破天式	3	0	0	1	1	m01_gs_破天式_子弹	-1	m01_gs_破天式_子弹爆炸	-1							3000	500	0	5	3	0	0	0	0	0	效果1	919	效果2	940	效果3几率	0	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
#昭君出塞																																																												
266	步步生花	步步生花	5	0	130	3	1		-1		-1							30000	500	2	3	3	0	0	0	0	0	效果1	14797	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0	
																																																												
267	定海神针	定海神针	4	0	0	2	5		-1		-1							10000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
268	定海神针	定海神针	4	0	0	2	6		-1		-1							12000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
269	定海神针	定海神针	4	0	0	2	7		-1		-1							14000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
270	定海神针	定海神针	4	0	0	2	8		-1		-1							16000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
271	定海神针	定海神针	4	0	0	2	9		-1		-1							18000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
272	定海神针	定海神针	4	0	0	2	10		-1		-1							20000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
273	定海神针	定海神针	4	0	0	2	12		-1		-1							24000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
274	定海神针	定海神针	4	0	0	2	14		-1		-1							28000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
275	定海神针	定海神针	4	0	0	2	15		-1		-1							30000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
276	定海神针	定海神针	4	0	0	2	15		-1		-1							30000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
277	定海神针	定海神针	4	0	0	2	15		-1		-1							30000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
278	定海神针	定海神针	4	0	0	2	15		-1		-1							30000	2000	15	15	4						效果1	14796	效果2	-1	效果3几率	-1	效果3	-1																									
																																																												
#烟花																																																												
280	财源滚滚	财源滚滚	0	1	0	0	0	漫天花雨3	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
281	竹叶青青	竹叶青青	0	1	0	0	0	漫天花雨3	-1		-1							6000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
282	八周年烟花	八周年烟花	0	1	0	0	0	yanhua_八周年烟花_02	-1		-1							27000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
283	舞龙灯	舞龙灯	0	1	0	0	0	yanhuo_烟花1503109端午节龙	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
284	师徒场景特效1	月圆中秋	0	1	0	0	0	yanhua_11Q3中秋节_01	-1		-1							90000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
285	师徒场景特效2	荧舞缎飞	0	1	0	0	0	yanhua_2010Q4情人节2	-1		-1							90000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
286	鸿蒙碧落	鸿蒙碧落	0	1	0	0	0	yanhua_鸿蒙碧落	-1		-1							10000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
287	江湖携手	江湖携手	0	1	0	0	0	yanhua_江湖携手	-1		-1							10000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
288	轮回再续	轮回再续	0	1	0	0	0	yanhua_轮回再续	-1		-1							10000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
289	梁祝化蝶	梁祝化蝶	0	1	0	0	0	yanhua_梁祝化蝶	-1		-1							10000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
290	放飞孔明灯	放飞孔明灯	0	1	0	0	0	yanhua_放飞孔明灯	-1		-1							7000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
291	心意交融	心意交融	0	1	0	0	0	yanhua_2015q七夕烟花	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
292	九周年烟花	九周年烟花	0	1	0	0	0	yanhua_九周年烟花_02	-1		-1							27000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
293	龙腾九载	龙腾九载	0	1	0	0	0	yanhua_九周年烟花_04	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
294	天龙九周年	天龙九周年	0	1	0	0	0	yanhua_九周年烟花_03	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
295	鸡烟花	鸡烟花	0	1	0	0	0	yanhuo_RMB09	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
296	鱼烟花	鱼烟花	0	1	0	0	0	yanhuo_RMB09	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
297	家宴世界杯烟花二	家宴世界杯烟花二	0	1	0	0	0	yanhua_2010世界杯二	-1		-1							40000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
298	家宴荧舞缎飞	家宴荧舞缎飞	0	1	0	0	0	yanhua_2010Q4情人节2	-1		-1							40000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
299	家宴花团锦簇	家宴花团锦簇	0	1	0	0	0	yanhua_10Q3七夕_01	-1		-1							40000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
300	家宴月圆中秋	家宴月圆中秋	0	1	0	0	0	yanhua_11Q3中秋节_01	-1		-1							10000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
301	龙腾十载	龙腾十载	0	1	0	0	0	yanhua_十周年烟花_04	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
302	天龙十周年	天龙十周年	0	1	0	0	0	yanhua_十周年烟花_02	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
303	放飞孔明灯	放飞孔明灯	0	1	0	0	0	yanhua_放飞孔明灯	-1		-1							7000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
304	天龙周年庆	天龙周年庆	0	1	0	0	0	yanhua_十一周年烟花_01	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
305	龙腾盛世	龙腾盛世	0	1	0	0	0	yanhua_龙腾盛世_01	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
306	放飞花灯	放飞花灯	0	1	0	0	0	yanhua_放飞花灯	-1		-1							8000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
307	琉璃玉树	琉璃玉树	0	1	0	0	0	yanhuo_圣诞烟花2014	-1		-1							125000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
308	圣诞老人	圣诞老人	0	1	0	0	0	yanhua_12Q4圣诞节01_01	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
309	炫彩福松	炫彩福松	0	1	0	0	0	yanhua_12Q4_圣诞节02	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
#逍遥技能全修正 2019-12-5 17:04:06 逍遥子		极致修改   2020-03-30																																																										
310	桃花阵攻	桃花阵	1	0	10	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22768	效果2	-1	效果3几率	100	效果3	22780																									
311	桃花阵攻	桃花阵	1	0	20	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22769	效果2	-1	效果3几率	100	效果3	22781																									
312	桃花阵攻	桃花阵	1	0	30	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22770	效果2	-1	效果3几率	100	效果3	22782																									
313	桃花阵攻	桃花阵	1	0	40	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22771	效果2	-1	效果3几率	100	效果3	22783																									
314	桃花阵攻	桃花阵	1	0	50	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22772	效果2	-1	效果3几率	100	效果3	22784																									
315	桃花阵攻	桃花阵	1	0	60	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22773	效果2	-1	效果3几率	100	效果3	22785																									
316	桃花阵攻	桃花阵	1	0	70	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22774	效果2	-1	效果3几率	100	效果3	22786																									
317	桃花阵攻	桃花阵	1	0	80	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22775	效果2	-1	效果3几率	100	效果3	22787																									
318	桃花阵攻	桃花阵	1	0	90	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22776	效果2	-1	效果3几率	100	效果3	22788																									
319	桃花阵攻	桃花阵	1	0	100	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22777	效果2	-1	效果3几率	100	效果3	22789																									
320	桃花阵攻	桃花阵	1	0	110	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22778	效果2	-1	效果3几率	100	效果3	22790																									
321	桃花阵攻	桃花阵	1	0	120	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	22779	效果2	-1	效果3几率	100	效果3	22791																									
																																																												
331	步步生花	步步生花	5	0	150	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	100	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
332	步步生花	步步生花	5	0	160	3	1	g01_xy_步步生花_陷阱	-1	g01_xy_步步生花_陷阱爆炸	-1							30000	500	2	3	3	0	0	0	0	0	效果1	793	效果2	-1	效果3几率	100	效果3	754		0		0		0		0		0		0		0		0		0		0		0		0	
333	桃花阵防	桃花阵	1	0	110	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	262	效果2	-1	效果3几率	40	效果3	754																									
334	桃花阵防	桃花阵	1	0	120	2	1	g01_xy_jq_xj_桃花阵	-1	g01_xy_jq_zdo_桃花阵	-1							30000	500	2	3	3						效果1	262	效果2	-1	效果3几率	42	效果3	754																									
#烟花																																																												
339	星光与宁永存	星光与宁永存	0	1	0	0	0	yanhua_星光与宁永存	-1		-1							15000	500	0	0	0	效果4	-1	效果5	-1	效果6几率	-1	效果6	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
340	欢度新春	欢度新春	0	1	0	0	0	yanhua_10Q4春节一	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
341	合家共乐	合家共乐	0	1	0	0	0	yanhua_10Q4春节二_01	-1		-1							30000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
342	圣诞树	圣诞树	0	1	0	0	0	yanhua_10Q4_圣诞节一	-1		-1							20000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
343	五星锦福	五星锦福	0	1	0	0	0	yanhua_10Q4_元旦	-1		-1							20000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
344	七彩魔方	七彩魔方	0	1	0	0	0	yanhua_10Q4_元旦一	-1		-1							20000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
345	锦绣中华	锦绣中华	0	1	0	0	0	yanhua_100823_国庆节	-1		-1							35000	500	0	0	0	效果1	-1	效果2	-1	效果3几率	-1	效果3	-1		0		0		0		0		0		0		0		0		0		0		0		0		0	0	0	0	0
