INT	INT	STRING
59081828	5	4
59081829	5	4
59081830	5	4
59081831	5	4
59081832	5	4
59081833	5	4
59081923	5	4
59081924	5	4
59081925	5	4
59081926	5	4
59081927	5	4
59081928	5	4
59081929	5	4
59081930	5	4
59081931	5	4
59081932	5	4
59081933	5	4
59082023	5	4
59082024	5	4
59082025	5	4
59082026	5	4
59082027	5	4
59082028	5	4
59082029	5	4
59082030	5	4
59082031	5	4
59082032	5	4
59082033	5	4
59082123	5	4
59082124	5	4
59082125	5	4
59082126	5	4
59082127	5	4
59082128	5	4
59082129	5	4
59082130	5	4
59082131	5	4
59082132	5	4
59082133	5	4
59082223	5	4
59082224	5	4
59082225	5	4
59082226	5	4
59082227	5	4
59082228	5	4
59082229	5	4
59082230	5	4
59082231	5	4
59082232	5	4
59082233	5	4
#星云		
59091223	5	4
59091224	5	4
59091225	5	4
59091226	5	4
59091227	5	4
59091228	5	4
59091229	5	4
59091230	5	4
59091231	5	4
59091232	5	4
59091233	5	4
59091323	5	4
59091324	5	4
59091325	5	4
59091326	5	4
59091327	5	4
59091328	5	4
59091329	5	4
59091330	5	4
59091331	5	4
59091332	5	4
59091333	5	4
59091423	5	4
59091424	5	4
59091425	5	4
59091426	5	4
59091427	5	4
59091428	5	4
59091429	5	4
59091430	5	4
59091431	5	4
59091432	5	4
59091433	5	4
59091523	5	4
59091524	5	4
59091525	5	4
59091526	5	4
59091527	5	4
59091528	5	4
59091529	5	4
59091530	5	4
59091531	5	4
59091532	5	4
59091533	5	4
59091623	5	4
59091624	5	4
59091625	5	4
59091626	5	4
59091627	5	4
59091628	5	4
59091629	5	4
59091630	5	4
59091631	5	4
59091632	5	4
59091633	5	4
59091723	5	4
59091724	5	4
59091725	5	4
59091726	5	4
59091727	5	4
59091728	5	4
59091729	5	4
59091730	5	4
59091731	5	4
59091732	5	4
59091733	5	4
59091823	5	4
59091824	5	4
59091825	5	4
59091826	5	4
59091827	5	4
59091828	5	4
59091829	5	4
59091830	5	4
59091831	5	4
59091832	5	4
59091833	5	4
59091923	5	4
59091924	5	4
59091925	5	4
59091926	5	4
59091927	5	4
59091928	5	4
59091929	5	4
59091930	5	4
59091931	5	4
59091932	5	4
59091933	5	4
59092023	5	4
59092024	5	4
59092025	5	4
59092026	5	4
59092027	5	4
59092028	5	4
59092029	5	4
59092030	5	4
59092031	5	4
59092032	5	4
59092033	5	4
59092123	5	4
59092124	5	4
59092125	5	4
59092126	5	4
59092127	5	4
59092128	5	4
59092129	5	4
59092130	5	4
59092131	5	4
59092132	5	4
59092133	5	4
59092223	5	4
59092224	5	4
59092225	5	4
59092226	5	4
59092227	5	4
59092228	5	4
59092229	5	4
59092230	5	4
59092231	5	4
59092232	5	4
59092233	5	4
#白色莲花		
59101223	5	4
59101224	5	4
59101225	5	4
59101226	5	4
59101227	5	4
59101228	5	4
59101229	5	4
59101230	5	4
59101231	5	4
59101232	5	4
59101233	5	4
59101323	5	4
59101324	5	4
59101325	5	4
59101326	5	4
59101327	5	4
59101328	5	4
59101329	5	4
59101330	5	4
59101331	5	4
59101332	5	4
59101333	5	4
59101423	5	4
59101424	5	4
59101425	5	4
59101426	5	4
59101427	5	4
59101428	5	4
59101429	5	4
59101430	5	4
59101431	5	4
59101432	5	4
59101433	5	4
59101523	5	4
59101524	5	4
59101525	5	4
59101526	5	4
59101527	5	4
59101528	5	4
59101529	5	4
59101530	5	4
59101531	5	4
59101532	5	4
59101533	5	4
59101623	5	4
59101624	5	4
59101625	5	4
59101626	5	4
59101627	5	4
59101628	5	4
59101629	5	4
59101630	5	4
59101631	5	4
59101632	5	4
59101633	5	4
59101723	5	4
59101724	5	4
59101725	5	4
59101726	5	4
59101727	5	4
59101728	5	4
59101729	5	4
59101730	5	4
59101731	5	4
59101732	5	4
59101733	5	4
59101823	5	4
59101824	5	4
59101825	5	4
59101826	5	4
59101827	5	4
59101828	5	4
59101829	5	4
59101830	5	4
59101831	5	4
59101832	5	4
59101833	5	4
59101923	5	4
59101924	5	4
59101925	5	4
59101926	5	4
59101927	5	4
59101928	5	4
59101929	5	4
59101930	5	4
59101931	5	4
59101932	5	4
59101933	5	4
59102023	5	4
59102024	5	4
59102025	5	4
59102026	5	4
59102027	5	4
59102028	5	4
59102029	5	4
59102030	5	4
59102031	5	4
59102032	5	4
59102033	5	4
59102123	5	4
59102124	5	4
59102125	5	4
59102126	5	4
59102127	5	4
59102128	5	4
59102129	5	4
59102130	5	4
59102131	5	4
59102132	5	4
59102133	5	4
59102223	5	4
59102224	5	4
59102225	5	4
59102226	5	4
59102227	5	4
59102228	5	4
59102229	5	4
59102230	5	4
59102231	5	4
59102232	5	4
59102233	5	4
#千纸鹤		
59111223	5	4
59111224	5	4
59111225	5	4
59111226	5	4
59111227	5	4
59111228	5	4
59111229	5	4
59111230	5	4
59111231	5	4
59111232	5	4
59111233	5	4
59111323	5	4
59111324	5	4
59111325	5	4
59111326	5	4
59111327	5	4
59111328	5	4
59111329	5	4
59111330	5	4
59111331	5	4
59111332	5	4
59111333	5	4
59111423	5	4
59111424	5	4
59111425	5	4
59111426	5	4
59111427	5	4
59111428	5	4
59111429	5	4
59111430	5	4
59111431	5	4
59111432	5	4
59111433	5	4
59111523	5	4
59111524	5	4
59111525	5	4
59111526	5	4
59111527	5	4
59111528	5	4
59111529	5	4
59111530	5	4
59111531	5	4
59111532	5	4
59111533	5	4
59111623	5	4
59111624	5	4
59111625	5	4
59111626	5	4
59111627	5	4
59111628	5	4
59111629	5	4
59111630	5	4
59111631	5	4
59111632	5	4
59111633	5	4
59111723	5	4
59111724	5	4
59111725	5	4
59111726	5	4
59111727	5	4
59111728	5	4
59111729	5	4
59111730	5	4
59111731	5	4
59111732	5	4
59111733	5	4
59111823	5	4
59111824	5	4
59111825	5	4
59111826	5	4
59111827	5	4
59111828	5	4
59111829	5	4
59111830	5	4
59111831	5	4
59111832	5	4
59111833	5	4
59111923	5	4
59111924	5	4
59111925	5	4
59111926	5	4
59111927	5	4
59111928	5	4
59111929	5	4
59111930	5	4
59111931	5	4
59111932	5	4
59111933	5	4
59112023	5	4
59112024	5	4
59112025	5	4
59112026	5	4
59112027	5	4
59112028	5	4
59112029	5	4
59112030	5	4
59112031	5	4
59112032	5	4
59112033	5	4
59112123	5	4
59112124	5	4
59112125	5	4
59112126	5	4
59112127	5	4
59112128	5	4
59112129	5	4
59112130	5	4
59112131	5	4
59112132	5	4
59112133	5	4
59112223	5	4
59112224	5	4
59112225	5	4
59112226	5	4
59112227	5	4
59112228	5	4
59112229	5	4
59112230	5	4
59112231	5	4
59112232	5	4
59112233	5	4
#时装点缀整理		
