INT	STRING	STRING
3851	INTERFACE_XML_929	返回登录界面
3852	INTERFACE_XML_930	查看关系
3853	INTERFACE_XML_931	#gFF0FA0关系
3854	INTERFACE_XML_932	英雄
3855	INTERFACE_XML_933	红颜
3856	INTERFACE_XML_934	枭雄
3857	EXCHANGE_LONGPAI_TEX01	兑换龙牌需要赤、橙、黄、绿、青、蓝、紫色龙珠各一个，您身上的龙珠不全，因此无法兑换。
3858	EXCHANGE_LONGPAI_TEX02	#P经过一番努力，终于收集全了聚集了天地精华的七颗龙珠——赤色、橙色、黄色、绿色、青色、蓝色、紫色龙珠。作为感谢，大理的龚彩云特赠送给其一块
3859	EXCHANGE_LONGPAI_TEX03	对不起，您的物品栏已经没有空间，因此无法兑换。
3860	EXCHANGE_LONGPAI_TEX04	我要兑换龙牌
3861	EXCHANGE_LONGPAI_TEX05	关于兑换龙牌
3862	EXCHANGE_LONGPAI_TEX06	#Y兑换龙牌#W#r龙珠为孕育天地之气的精华，根据品质不同颜色也不同，其中最为难得的是紫色龙珠。只有在采集草药或者采集矿石的时候，才有可能获得七色龙珠当中的一种。#r当你凑齐赤色龙珠，橙色龙珠，黄色龙珠，绿色龙珠，青色龙珠，蓝色龙珠，紫色龙珠之后可以来找我，我可以帮您兑换成龙牌。龙牌有65级和75级两种。65级的龙牌可以在您等级大于等于65级时使用，使用后将会召唤出一条65级可携带的龙宝宝作为您的珍兽。而75级的龙牌可以在您等级大于等于75级时使用，使用后将会召唤出一条75级可携带的虬龙宝宝作为您的珍兽。#r需要说明的是，七色龙珠只有聚集在一起的时候才有价值。当然您多余的一些龙珠可以出售给商店换取少量的金钱。
3863	TeamOption_Mode_Pet	组队经验分配模式设为驯兽模式
3864	PK_HELP_001	#cfabf8f杀气值：#r#W当一个玩家对另一个玩家#gfff0f0宣战#g000000#W后，宣战发起人杀死对方后会#gfff0f0增加杀气值#g000000#W。#r#W当一个玩家开启#gfff0f0混战模式#g000000#W后，开启宣战模式的玩家杀死对方后会#gfff0f0增加杀气值#g000000#W。#r#W个人之间的#gfff0f0决斗#g000000#W或者#gfff0f0帮派之间的决斗#g000000#W杀死对方之后，#gfff0f0不增加杀气#g000000#W。#r#W在#gfff0f0和平模式#g000000#W下，被攻击能触发#gfff0f0反击状态#g000000#W，而在反击状态下杀死开始攻击你的那个人你#gfff0f0不会增加杀气#g000000#W。#r #r#cfabf8fPK模式：#r#W#gfff0f0和平模式#g000000#W：和平模式下只可以攻击构成反击关系的玩家，不可以主动攻击其他玩家。#r#W#gfff0f0善恶模式#g000000#W：在此模式下只会攻击杀气值大于0的玩家和怪物。#r#W#gfff0f0个人混战#g000000#W：在此模式下对除自己之外所有的玩家均能攻击。#r#W#gfff0f0队伍混战#g000000#W：在此模式下除对自己的队员无法攻击之外，其他玩家均能进行攻击。#r#W#gfff0f0帮会同盟混战#g000000#W：在此模式下除对自己的帮会成员及同盟帮会成员无法攻击之外，其他玩家均能进行攻击。#r#W#gfff0f0关于PK#g000000#W：点击该项您可以了解到PK的相关规则。#r #r#gfff0f0注意：当您的等级小于等于20级时，只显示和平模式。#r在宣战和混战模式下，人杀死珍兽不增加杀气，但是珍兽杀死人，如果主人符合加杀气的原则则主人加杀气。#r玩家从混战模式转为和平、或者善恶模式的时候必须要等10分钟之后才能修改。#r和平模式下无法主动攻击紫色名称的玩家#g000000#W。#r #r#cfabf8f监狱：#r#W当您的#gfff0f0杀气大于等于10#g000000#W时，将被#gfff0f0强行抓到监狱#g000000#W（不论您当时处于什么状态）。#r#W当您的#gfff0f0杀气为8、9#g000000#W的时候将会弹出醒目的系统提示：请注意：当杀气值大于等于10的时候将会强行被送入监狱。#r#W监狱场景是#gfff0f0不能使用任何飞行符和传送技能#g000000#W的地方。关押时间为#gfff0f06个在线小时#g000000#W，6个小时后会将您传送到#gfff0f0苏州的中心广场#g000000#W，注意这时您的状态应该是#gfff0f0恶魔#g000000#W。#r#W监狱中有一个NPC，您可以与之对话判断杀气，如果您的#gfff0f0杀气小于等于8#g000000#W，即可允许传送到#gfff0f0大理，洛阳，苏州#g000000#W三城。#r#W当#gfff0f0杀气大于8#g000000#W的时候，玩家#gfff0f0死亡之后#g000000#W的#gfff0f0复活点出现在监狱#g000000#W。#r#W监狱中#gfff0f0不得使用任何物品#g000000#W。#r#W进入监狱的时候给玩家#gfff0f0不可以使用任何技能#g000000#W。#r #r#cfabf8f杀气状态图标显示：#r#W#gfff0f0杀气<=-3：#g000000#W显示为三把交叉摆放的发光宝剑图案。#r#W#gfff0f0杀气=-2 ：#g000000#W显示为两把并排摆放的发光宝剑图案。#r#W#gfff0f0杀气=-1 ：#g000000#W显示为一把剑尖朝上的发光宝剑图案。#r#W#gfff0f0杀气为0：#g000000#W不显示图案。#r#W#gfff0f0杀气=1：#g000000#W显示为一把刀尖朝下的滴血斧子图案。#r#W#gfff0f0杀气=2：#g000000#W显示为两把交叉摆放的滴血斧子图案。#r#W#gfff0f0杀气=3：#g000000#W显示为三把交叉摆放的滴血斧子图案。#r#W#gfff0f0杀气>=4：#g000000#W显示为一把华丽的滴血斧子图案。#r #r#cfabf8f死亡损失（死亡之后的经验、金钱、物品、身上装备等损失）：#r#W#gfff0f0竞技#g000000#W：死亡后没有任何损失。#r#W#gfff0f0切磋#g000000#W：死亡后没有任何损失。#r#W#gfff0f0决斗#g000000#W：死亡后损失较小。#r#W#gfff0f0宣战#g000000#W：死亡后损失较大。#r#W#gfff0f0混战#g000000#W：死亡后损失较大。#r #r#cfabf8f名字颜色解析：#r#W和平模式下，看敌对关系的人，但是并没有主动攻击这个玩家，那么，#gfff0f0没有敌对关系#g000000#W的人名字显示的是#gfff0f0紫色#g000000#W，#gfff0f0正式宣战#g000000#W之后是#gfff0f0红色#g000000#W。#r#W#gfff0f0红色#g000000#W是表示#gfff0f0可以主动攻击#g000000#W的玩家名字颜色。
3865	ResultText_162	隐身状态，无法双人骑乘
3866	ResultText_163	跑商或漕运状态，无法双人骑乘
3867	ResultText_164	摆摊状态，无法双人骑乘
3868	xunhuan_help_001	江湖传言，要选一个风水宝地来建筑城市。
3869	xunhuan_help_002	江湖传言，没有城市的帮会不是好帮会。
3870	xunhuan_help_003	江湖传言，任务链是对毅力最大的考验。
3871	xunhuan_help_004	江湖传言，每个人都会轻功，但不是每个人都知道按住Ctrl加鼠标左键点击远处的地面才能实现。
3872	xunhuan_help_005	江湖传言，要经常和赵天师聊聊，会有意想不到的收获。
3873	xunhuan_help_006	江湖传言，洛阳城的繁华程度远远超过大理城。
3874	xunhuan_help_007	江湖传言，天下武林之中，少林，明教，丐帮，武当，峨嵋，星宿，天龙，逍遥，天山，并称为九大门派。
3875	xunhuan_help_008	江湖传言，入门派不学心法，如入宝山空手而回。
3876	xunhuan_help_009	江湖传言，摇橹不如起帆，吆喝不如摆摊。
3877	xunhuan_help_010	江湖传言，原来打怪也可以有双倍经验奖励，去找刘健明、陈永仁、沈澄问问吧。
3878	xunhuan_help_011	江湖传言，每个门派都有一门绝世武功，但想学到它可不是那么容易的事。
3879	xunhuan_help_012	江湖传言，帮助新手会提升善恶点。
3880	xunhuan_help_013	江湖传言，珍珑棋局是天下英雄最向往的地方。
3881	xunhuan_help_014	江湖传言，不要错过任何一个任务。
3882	xunhuan_help_015	江湖传言，玩什么游戏都要适度，包括天龙八部。
3883	xunhuan_help_016	江湖传言，尽情的使用定位符吧！
3884	xunhuan_help_017	江湖传言，师父引进门，修行在各人。
3885	xunhuan_help_018	江湖传言，更快的坐骑，更大的宝石，更多的朋友，在江湖上并称吉祥三宝。
3886	xunhuan_help_019	江湖传言，敢去九大门派挑战的宵小，一定是有两把刷子的。
3887	xunhuan_help_020	江湖传言，漕运就是金钱，效率就是生命。
3888	INTERFACE_XML_935	#e010101公测
3889	ManTian_00	#H你想要看到，那粉红的花瓣飞舞在轻风里吗？你想要体会，那完美的爱情洋溢在天地间吗？那就敬请欣赏#W
3890	ManTian_01	#H在#W
3891	ManTian_02	#H带给我们的#W
3892	ManTian_03	#H吧！#W
3893	ManTian_04	#H当#W
3894	ManTian_05	#H在#W
3895	ManTian_06	#H使用#W
3896	ManTian_07	#H的时候，干戈开始化为玉帛，喧嚣逐渐变得宁静，这一刻每个人都在默默的祝福#W
3897	ManTian_08	#H和心爱的人能够幸福永远！#W
3898	ManTian_09	#H后世有一个传说：当年#W
3899	ManTian_10	#H燃放起那美丽的#W
3900	ManTian_11	#H的时候，每个人都对相爱的人说了同一句话：相信我，我也会把#W
3901	ManTian_12	#H送给你的。#W
3902	WGCResult_t_TYPE_SUCCESS_PROMOTE_CHIEF	操作成功，现在你的身份是帮主了。
3903	WGCResult_t_TYPE_FAIL_PROMOTE_CHIEF	操作失败，你仍然不是帮主。
3904	WGCResult_t_TYPE_FAIL_PROMOTE_LIMIT_TIME	贵帮帮主在一周内还曾来过，待确认超过一周未上线再来找我吧。
3905	ANTIROBOT_WARNING_TEXT0	请您看清楚图片中的文字内容，然后选择一个和图片里的文字相同的答案，如果回答错误，会被系统认为在挂机中！
3906	ANTIROBOT_TITLE	#gFF0FA0防挂机检测
3907	GCChallengeHandler_Chellenge_In_Team	队伍内不允许挑战
3908	INTERFACE_XML_936	赠点可以通过参与各种各样的活动获得
3909	INTERFACE_XML_937	元宝可以通过充值获得
3910	INTERFACE_XML_938	上周贡献度:
3911	ResultText_165	对不起，你的门派贡献度不足
3912	JinGang_00	#P#{_BOSS7}冷冷的看着
3913	JinGang_01	#P，低沉的吼道：“谁给你加的玄抗？”不等
3914	JinGang_02	#P回答，#{_BOSS7}已经轰然倒地，化为灰烬。地面上只留下一册
3915	JinGang_03	#P当苍山的最后一缕月光散去的时候，
3916	JinGang_04	#P从#{_BOSS7}的尸体上取出那本
3917	JinGang_05	#P，轻蔑的笑道：“知道我为什么会赢吗？因为我有很多天龙的朋友。”
3918	JinGang_06	#{_BOSS7}#P使出绝招“玄灭天地”，一掌正中
3919	JinGang_07	#P！不料
3920	JinGang_08	#P竟毫发无损，顺手从#{_BOSS7}身上摸出那本
3921	JinGang_09	#P，然后率众将#{_BOSS7}打成了筛子。
3922	JinGang_10	#P#{_BOSS9}与
3923	JinGang_11	#P决战武夷山之巅。#{_BOSS9}连打九九八十一个雪球，见
3924	JinGang_12	#P没有一丝寒意，情知不敌。留下一本
3925	JinGang_13	#P，落荒而去，从此江湖中没了这一号人物。
3926	JinGang_14	#P#{_BOSS9}冷眼一看
3927	JinGang_15	#P，大喝：“谁敢杀我！”只见
3928	JinGang_16	#P身后天山群侠齐出，同声大喊：“我！”好个#{_BOSS9}，身手如电，跪倒路旁，双手奉上
3929	JinGang_17	#P一本。
3930	JinGang_18	#P雪，一片一片在空中静静缤纷。#{_BOSS9}#P正在自我陶醉之际，忽然被脑后飞起的一棍打扁。
3931	JinGang_19	#P从#{_BOSS9}#P身上搜出一本
3932	JinGang_20	#P，转身扬长而去。
3933	juqing_xunhuan_system_xiaofeng	#{_INFOUSR%s}与#G萧峰#l相处极为投机，互相引为知己，二人已经成为刎颈之交。#G萧峰#l时常感叹，生我者父母，知我者#{_INFOUSR%s}也！
3934	juqing_xunhuan_system_muwanqing	#{_INFOUSR%s}与#G木婉清#l相处极为投机，互相引为知己，二人已经成为刎颈之交。#G木婉清#l时常感叹，生我者父母，知我者#{_INFOUSR%s}也！
3935	MUST_SELECTSERVER	您必须先选定一个服务器再进行连接！
3936	BAREA_NAME_00	洛阳商区
3937	BAREA_NAME_01	苏州商区
3938	BAREA_NAME_02	大理商区
3939	BAREA_NAME_03	雁南商区
3940	BAREA_NAME_04	雁北商区
3941	BAREA_NAME_05	西湖商区
3942	BAREA_NAME_06	龙泉商区
3943	BAREA_NAME_07	苍山商区
3944	BAREA_NAME_08	洱海商区
3945	BAREA_NAME_09	草原商区
3946	BAREA_NAME_10	辽西商区
3947	BAREA_NAME_11	武夷商区
3948	BAREA_NAME_12	梅岭商区
3949	BAREA_NAME_13	石林商区
3950	BAREA_NAME_14	玉溪商区
3951	BAREA_NAME_15	长白山商区
3952	BAREA_NAME_16	黄龙府商区
3953	BAREA_NAME_17	南海商区
3954	BAREA_NAME_18	琼州商区
3955	BAREA_NAME_19	南诏商区
3956	BAREA_NAME_20	苗疆商区
3957	BAREA_NAME_21	无商区
3958	NO_CURRENT_BUILDING	无当前建筑
3959	INTRO_YUANBAO	"#Y元宝与赠点商店介绍#r #r#cfabf8f元宝#r#W    元宝是《天龙八部》中一种特殊的货币，一些珍奇物品是无法用金钱买到的，必须使用元宝来购买。#r #r#cfabf8f查看自己拥有元宝的数量#r#W    打开#gfff0f0背包（alt+A）#g000000，在左下角显示的就是你拥有的元宝数量。#r #r#cfabf8f怎样获得元宝#r#W    有两种方法，一是购买天龙八部的点卡后，登录网站#gfff0f0http://sde.game.sohu.com#g000000后充值，然后进入天龙八部，找到洛阳的#gfff0f0金六爷（205,172）#g000000，进入钱庄，与钱庄内的元宝商人对话，选择#gfff0f0“将点数兑换成元宝”#g000000后输入需要兑换的元宝数量，即可把账户上充入的点数兑换成元宝。另一种方法是使用元宝票，如果你有元宝票，右键点击使用即可获得元宝。当玩家角色达到#gfff0f030级#g000000，即可兑换#gfff0f0元宝票#g000000。#r #r#cfabf8f用元宝购买商品#r#W    与钱庄内的#gfff0f0元宝商人#g000000对话后，选择#gfff0f0“我想购买商品”#g000000，打开元宝商店列表，选择一个商店后，即可使用元宝购买相应物品。#r #r#cfabf8f我想兑换元宝#r#W    前面已经表述过，当你的帐户中有点数时，选择#gfff0f0“我想兑换元宝”#g000000，输入要对换的数量并确定，即可把点数兑换成元宝。#r #r#cfabf8f我想兑换元宝票#r#W    元宝票是玩家用来给予其他玩家元宝的途径，点击#gfff0f0“我想兑换元宝票”#g000000，输入要兑换的数量后点击确定即可。#r #r#cfabf8f赠点商店#r#W    赠点是通过活动得到的一种点数，可以使用赠点在赠点商店中购买各种物品。打开#gfff0f0背包（默认键alt+A）#g000000，在左下角可以查看赠点数量。#r #r#cfabf8f关于特价商品#r#W    特价元宝商店中会出售#gfff0f0特价商品#g000000#W，每过#gfff0f0一个月#g000000#W特价商品都会更新，所以抓紧时间抢购吧！特价商店的位置在#gfff0f0热卖商品#g000000#W里，快去看看吧~"
3960	PRISON_IN_SYSTEM_MESSAGE	#W#{_INFOUSR%s}#I横行天下，杀人越货，江湖中人和各路商贾多年来闻之色变，今日终于觅得一个良机，齐心合力将其送入监狱！
3961	LCRetLoginHandler_Info_User_FromMainPro	同一账号操作过于频繁，请稍候再试...
3962	UI_EVALUATE_TEXT000	评价
3963	UI_EVALUATE_TEXT001	　　#Y请对您的师傅
3964	UI_EVALUATE_TEXT002	做出评价#G（评价将会影响到系统给予师傅的奖励），#Y您觉得师傅对您的态度是？
3965	UI_EVALUATE_TEXT003	我觉得他对我不错，有什么困难都能帮助我。
3966	UI_EVALUATE_TEXT004	我觉得师傅对我的态度一般。
3967	UI_EVALUATE_TEXT005	我觉得我的师傅对我的态度实在太差了。
3968	INTERFACE_XML_939	快捷键查看链接
3969	INTERFACE_XML_940	设置后在聊天窗口发送出的物品、珍兽需要按住Ctrl键的同时用鼠标左键点击才能够显示详细信息。
3970	GMDP_Struct_TeamFollow_CannotUseItem	在组队跟随状态下无法使用此类道具
3971	GMInterface_Script_Tooltip_1016	#Y原价
3972	Item_EquipLocked	此物品已刻铭
3973	function_help_087	  此处是监狱，专门用来关押一些杀气值过高的玩家。在游戏中每个小时杀气值均会下降，在监狱中，人物的杀气值每小时减少1点，最低可以降至8。当你的杀气值小于等于8点之后就可以从这里出去了。
3974	EXCHANGE_AMD_HELP000	我想兑换AMD双核速龙令
3975	EXCHANGE_AMD_HELP001	兑换AMD双核速龙令需要我、为、双、核、狂、AMD、天、龙、争、霸、赛各一个，您身上的物品不全，请核对好之后再来找我
3976	EXCHANGE_AMD_HELP002	我想兑换AMD双核速龙令
3977	EXCHANGE_AMD_HELP003	物品栏空间不足，请整理物品栏后再试。
3978	EXCHANGE_AMD_HELP004	#P在筹备AMD天龙争霸赛活动中，
3979	EXCHANGE_AMD_HELP005	#P凑齐了我、为、双、核、狂、AMD、天、龙、争、霸、赛各一个，属实难得，特赠送
3980	EXCHANGE_AMD_HELP006	#P一份，持有此物即可参加稍后的抽奖活动，同时附送
3981	EXCHANGE_AMD_HELP007	#P2个，还没兑奖的玩家赶快行动呀！
3982	EXCHANGE_AMD_HELP008	对不起，现在没有正在举行的活动。
3983	EXCHANGE_AMD_HELP009	关于兑换AMD双核速龙令
3984	EXCHANGE_AMD_HELP010	关于兑换AMD双核速龙令相关介绍
3985	ShopFitting_0	该物品不可试穿或试骑，请重新选择。
3986	INTERFACE_XML_941	请放入宝石镶嵌符：
3987	OR_GEM_NEED_STUFF	请放入宝石镶嵌符。
3988	UITEXT_INPUTMINORPW	输入二级密码
3989	UITEXT_BANKNEEDPW	打开银行需要输入二级密码
3990	UITEXT_PKNEEDPW	切换PK模式的时候需要输入二级密码
3991	UITEXT_PWTOOSHORT	密码不能少于4个字符！
3992	INTERFACE_XML_942	劫漕次数:
3993	INTERFACE_XML_943	送玫瑰花
3994	QingXinDan_00	您没有杀气，不需要使用清心丹。
3995	shimen_songxin_011	  $N，你来的真是太及时了，现在玉门关的形势已经比之前更加紧张了。#r  李秉常应该很快要到达玉门关了，但事情却发生了一些意外的变化。我在阳关勘查地形的时候，很意外的遇到了西夏国汉兵团的参谋赵行德，他是我从前的同学，他透露给我一个重要消息。#r  西夏国大将李重贵作为李秉常的先行官，已经提前来到玉门关，并剥夺了玉门关汉兵团将军朱王礼的大部分兵权。#r  这个情报很重要，对我们既是机遇，又是挑战啊。#r  请你快去通知我哥哥，也就是玉门关太守曹延惠，请他暂时停止回归大宋的行动，转而仔细观察朱王礼的行动。
3996	shimen_songxinC_011	  嘘——小声一点。你的意思我明白了。你现在可以去找赵行德或者朱王礼随便聊聊，看看他们的态度。
3997	Login_enterscene_rejected_tp	由于使用了未经许可的挂机程序，或发布不允许的信息，角色被封停!
3998	Shop_Try_00	试穿/骑
3999	Shop_Fitting_Caption	#gFF0FA0试衣间
4000	INTERFACE_XML_944	#gFF0FA0密保卡输入
4001	GMDP_Struct_Skill_Info_Target_Self	不能攻击自己或自己的珍兽。
4002	GMDP_Struct_Skill_Info_Observer_Player	您必须保持中立。
4003	GMDP_Struct_Skill_Info_Target_Observer	不能攻击中立目标。
4004	GMDP_Struct_Skill_Info_NoPK_Scene	此场景不允许任何等级的玩家进行PK。
4005	GMDP_Struct_Skill_Info_Player_Level_Low	你的级别低于%d，不允许参加PK。
4006	GMDP_Struct_Skill_Info_Target_Level_Low	目标级别低于%d，受到场景安全级别保护。
4007	GMDP_Struct_Skill_Info_Target_Not_Enmey_Camp	目标不属于敌对阵营。
4008	GMDP_Struct_Skill_Info_Target_Not_Enough_Reputation	不能攻击此目标。
4009	GMDP_Struct_Skill_Info_Peace_Mode_Warning	和平模式下无法主动攻击其他玩家。
4010	GMDP_Struct_Skill_Info_Moral_Mode_Warning	善恶模式下无法攻击没有杀气的玩家。
4011	LoadingText_0	202
4012	LoadingText_1	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：要鉴定装备的资质，不妨去找苏州的欧冶子（266，140）。
4013	LoadingText_2	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：按住鼠标右键拖动可以旋转视角。
4014	LoadingText_3	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：想要开一间属于自己的商店吗？可以到洛阳的乔复盛（230，156）那里申请，财源从此滚滚而来。
4015	LoadingText_4	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：你知道么？打开物品栏，点上面的标签，可以分别切换到材料类物品栏和任务物品栏。
4016	LoadingText_5	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：找苏州的珍兽店老板云霏霏（87，142）提升珍兽的悟性之后将会增加珍兽的能力。
4017	LoadingText_6	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：前后滚动鼠标中间的滚轮，可以拉远推近视角。
4018	LoadingText_7	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：发达了，宝藏入口在敦煌的北方（150，38），里面有着众多的怪物，非常适合10级以上的玩家练级。
4019	LoadingText_8	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：按快捷键（默认键Alt+Home）和（默认键Alt+End）可以提高和降低视角。
4020	LoadingText_9	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：轻功，轻功，飞！按住Ctrl后用鼠标点击远处的地面即可使用轻功，如果点在房顶上，还可以跳上房顶。
4021	LoadingText_10	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：善恶江湖无桀傲，恩仇世界有温情。带着新手练级可以获得大量的善恶值，如果带自己的徒弟练级则会获得更多。
4022	LoadingText_11	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：生财之道，行侠之本，达到40级之后可以找三大城市漕运使接受漕运任务。
4023	LoadingText_12	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：城门附近的江湖游医将为你和你的珍兽恢复气血。
4024	LoadingText_13	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：左键点击快捷栏上的打坐图标，可以坐下打坐，能恢复血和气。
4025	LoadingText_14	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：右键点击玩家的模型，打开菜单后，点击“加为好友”，再点击（默认键Alt+F）打开好友界面，就可以看到好友了。
4026	LoadingText_15	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：你知道吗？（默认键Alt+M）可以打开世界地图，从那里您可以根据自己的等级了解自己去什么场景战斗比较合适。
4027	LoadingText_16	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：右键点击物品可以直接使用，也可以左键持续点击并将物品拖到快捷栏当中，然后按快捷键进行使用。
4028	LoadingText_17	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：使用珍兽还童卷轴可以使得成年珍兽变为珍兽宝宝，带着宝宝好好培养吧！
4029	LoadingText_18	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：找苏州的云霏霏（88，141）、洛阳的云涵儿（182，155）、楼兰的云兮兮（109，121）可以鉴定珍兽的成长率，同等级成长越高的珍兽能力越高。
4030	LoadingText_19	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：通过洛阳珍兽店的云涵儿（183，154），可以传送至玄武岛。杀死岛上的怪物有一定几率出现可以捕捉的珍兽。
4031	LoadingText_20	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：领双更方便了，在大理、洛阳和苏州都有提供领双的官员哦。
4032	LoadingText_21	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：你知道吗？和好友组队一起杀怪可以获得友好度，友好度到1000之后即可结拜。
4033	LoadingText_22	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：珍兽死亡后，会掉快乐度，如果快乐度小于60了，就不能参加战斗了。
4034	LoadingText_23	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：珍兽的食物可以到大理、洛阳和苏州的珍兽店购买，不同类型珍兽吃不同的食物，要看清楚再买哦~
4035	LoadingText_24	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：江湖侠道，可以找苏州的吴玠（129，133）领取惩凶任务，在完成任务的过程中有一定几率获得藏宝图。
4036	LoadingText_25	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：从雁北（45级）可以前往九层山洞（燕王古墓），想真正挑战一回自我吗？还等什么？
4037	LoadingText_26	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：洛阳南大街附近有两个寄售元宝的人，叫冬冬和汀汀。
4038	LoadingText_27	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：千里师门一跃回，使用师门召集令可以迅速的回到自己的门派。
4039	LoadingText_28	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：男性35级，女性20级以上就可以去洛阳的月老（46，62）结婚了，不过结婚之前要求双方的友好度均超过1000。
4040	LoadingText_29	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：到达20级后可以领取剧情任务，回到大理找赵天师（160，156）吧，看看他有什么新的任务交给你。
4041	LoadingText_30	#effffff#effffff#cFF0000特别提醒：尚未填写防沉迷实名认证信息的玩家，请您前往官方网站去填写，否则将会被纳入防沉迷系统！#r#effffff#c000000小纸条儿：敦煌（10级就能过啦~）和嵩山（15级以上才能去哦~）有很多NPC提供的任务，完成之后可以获得比较多的经验和金钱。
