INT	STRING	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
1874	玉兔7.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1875	淘气玉兔.obj	1	2	2	0.15	182	183	184	淘气玉兔.txt																																					
1876	盐湖熊.obj	1	2	1	0.15	182	183	184	大黑熊.txt																																					
1877	盐湖守卫.obj	1	2	1	0.15	182	183	184	石人偃师.txt																																					
1878	盐湖苦工.obj	1	2	1	0.15	182	183	184	盐湖苦工.txt																																					
1879	盐湖监工.obj	1	2	1	0.15	182	183	184	石人偃师.txt																																					
1880	盐湖鳄鱼.obj	1	2	1	0.15	182	183	184	沼泽鳄鱼.txt																																					
1881	盐湖熊.obj	1	2	1.2	0.15	182	183	184	大黑熊.txt																																					
1882	盐湖守卫.obj	1	2	1.2	0.15	182	183	184	石人偃师.txt																																					
1883	盐湖苦工.obj	1	2	1.2	0.15	182	183	184	盐湖苦工.txt																																					
1884	盐湖监工.obj	1	2	1.2	0.15	182	183	184	石人偃师.txt																																					
1885	盐湖鳄鱼.obj	1	2	1.2	0.15	182	183	184	沼泽鳄鱼.txt																																					
1886	宝箱童子.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1887	宝箱童子1.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1888	宝箱童子2.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1889	宝箱童子3.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1890	宝箱童子4.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1891	宝箱童子5.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1892	宝箱童子6.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1893	宝箱童子7.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1894	树袋熊.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1895	树袋熊1.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1896	树袋熊2.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1897	树袋熊3.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1898	树袋熊4.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1899	树袋熊5.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1900	树袋熊6.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1901	树袋熊7.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1902	黑色斑点霸王龙.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1903	蓝色斑点霸王龙.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1904	墨绿色斑点霸王龙.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1905	紫红色霸王龙.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1906	紫色斑点霸王龙.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1907	黑色斑点霸王龙.obj	1	2	2	0.15	182	183	184	白鹅.txt																																					
1908	野猪首领.obj	1	2	0.7	0.15	182	183	184	野猪首领.txt																																					
1909	白色宝箱.obj	1	2	1	0.15	182	183	184	宝箱.txt																																					
1910	白色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																					
1911	黑色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																					
1912	红色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																					
1913	黄色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																					
1914	蓝色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																					
1915	绿色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																					
1916	紫色秘笈.obj	1	2	1	0.15	182	183	184	秘笈.txt																																					
1917	蹴鞠红球.obj	1	2	2	0.15	182	183	184	蹴鞠红球.txt																																					
1918	蹴鞠花球.obj	1	2	2	0.15	182	183	184	蹴鞠花球.txt																																					
1919	蹴鞠黄球.obj	1	2	2	0.15	182	183	184	蹴鞠黄球.txt																																					
1920	蹴鞠蓝球.obj	1	2	2	0.15	182	183	184	蹴鞠篮球.txt																																					
1921	蹴鞠boss.obj	1	2	1.3	0.15	182	183	184	蹴鞠Boss.txt																																					
1922	黄色宝箱.obj	1	2	1	0.15	182	183	184	宝箱.txt																																					
1923	连弩塔.obj	1	2	0.8	0.15	182	183	184	连弩塔.txt																																					
1924	守御塔.obj	1	2	0.8	0.15	182	183	184	守御塔.txt																																					
1925	治疗塔.obj	1	2	0.8	0.15	182	183	184	治疗塔.txt																																					
1926	黑色墨镜猫.obj	1	2	2	0.15	182	183	184	白鹅.txt																																					
1927	粉红色猪.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																					
1928	土黄狗.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																					
1929	银纹金头鹰.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																					
1930	黑色宠物虎.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																					
1931	淡褐黄鸟.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
1932	土黄色年兽.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
1933	褐色壳淡黄色龙龟.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
1934	白色金斑英招.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
1935	冰麒麟.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
1936	盐湖守卫.obj	1	2	1.4	0.15	182	183	184	石人偃师.txt																																					
1937	大角狼兽.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1938	鸟人.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1939	宋将士3.obj	1	2	1.2	0.15	182	183	184	战斗NPC.txt																																					
1940	宋将士4.obj	1	2	1.2	0.15	182	183	184	战斗NPC.txt																																					
1941	蹴鞠红球.obj	1	2	3	0.15	182	183	184	蹴鞠红球.txt																																					
1942	蹴鞠花球.obj	1	2	3	0.15	182	183	184	蹴鞠花球.txt																																					
1943	蹴鞠黄球.obj	1	2	3	0.15	182	183	184	蹴鞠黄球.txt																																					
1944	蹴鞠蓝球.obj	1	2	3	0.15	182	183	184	蹴鞠篮球.txt																																					
1945	夏青青.obj	1	2	1	0.15	182	183	184	夏青青.txt																																					
1946	宠物蝴蝶.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1947	宠物蝴蝶1.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1948	宠物蝴蝶2.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1949	宠物蝴蝶3.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1950	宠物蝴蝶4.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1951	宠物蝴蝶5.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1952	宠物蝴蝶6.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1953	宠物蝴蝶7.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1954	白色赤足野猪.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																					
1955	黑色猪.obj	1	2	1.3	0.15	182	183	184	白鹅.txt																																					
1956	淡红野猪.obj	1	2	1.2	0.15	182	183	184	白鹅.txt																																					
1957	宠物大甲虫.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																					
1958	宠物大甲虫1.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																					
1959	宠物大甲虫2.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																					
1960	宠物大甲虫3.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																					
1961	宠物大甲虫4.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																					
1962	宠物大甲虫5.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																					
1963	宠物大甲虫6.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																					
1964	宠物大甲虫7.obj	1	2	1	0.15	182	183	184	大甲虫.txt																																					
1965	龙猫.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																					
1966	龙猫1.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																					
1967	龙猫2.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																					
1968	龙猫3.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																					
1969	龙猫4.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																					
1970	龙猫5.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																					
1971	龙猫6.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																					
1972	龙猫7.obj	1	2	1.05	0.15	182	183	184	白鹅.txt																																					
1973	熊猫.obj	1	2	0.6	0.15	182	183	184	白鹅.txt																																					
1974	熊猫1.obj	1	2	0.6	0.15	182	183	184	白鹅.txt																																					
1975	熊猫2.obj	1	2	0.6	0.15	182	183	184	白鹅.txt																																					
1976	熊猫3.obj	1	2	0.6	0.15	182	183	184	白鹅.txt																																					
1977	熊猫4.obj	1	2	0.6	0.15	182	183	184	白鹅.txt																																					
1978	熊猫5.obj	1	2	0.6	0.15	182	183	184	白鹅.txt																																					
1979	熊猫6.obj	1	2	0.6	0.15	182	183	184	白鹅.txt																																					
1980	熊猫7.obj	1	2	0.6	0.15	182	183	184	白鹅.txt																																					
1981	宠物螃蟹.obj	1	2	1.1	0.15	182	183	184	宠物螃蟹.txt																																					
1982	宠物螃蟹1.obj	1	2	1.1	0.15	182	183	184	宠物螃蟹1.txt																																					
1983	宠物螃蟹2.obj	1	2	1.1	0.15	182	183	184	宠物螃蟹2.txt																																					
1984	宠物螃蟹3.obj	1	2	1.1	0.15	182	183	184	宠物螃蟹3.txt																																					
1985	宠物螃蟹4.obj	1	2	1.1	0.15	182	183	184	宠物螃蟹4.txt																																					
1986	宠物螃蟹5.obj	1	2	1.1	0.15	182	183	184	宠物螃蟹5.txt																																					
1987	宠物螃蟹6.obj	1	2	1.1	0.15	182	183	184	宠物螃蟹6.txt																																					
1988	宠物螃蟹7.obj	1	2	1.1	0.15	182	183	184	宠物螃蟹7.txt																																					
1989	于九莲.obj	1	2	1	0.15	182	183	184	赵天师新.txt																																					
1990	珍兽欢乐猪.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1991	珍兽欢乐猪1.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1992	珍兽欢乐猪2.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1993	珍兽欢乐猪3.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1994	珍兽欢乐猪4.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1995	珍兽欢乐猪5.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1996	珍兽欢乐猪6.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1997	珍兽欢乐猪7.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
1998	变身圣诞树.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
1999	变身大铃铛.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
2000	变身糖果盒.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
2001	粉色北极熊.obj	1	2	1.5	0.15	182	183	184	粉色北极熊.txt																																					
2002	玉兔4.obj	1	2	1.5	0.15	182	183	184	粉色北极熊.txt																																					
2003	黄鸭.obj	1	2	1.8	0.15	182	183	184	粉色北极熊.txt																																					
2004	翼牛.obj	1	2	0.8	0.15	182	183	184	翼牛.txt																																					
2005	铁翼牛.obj	1	2	0.8	0.15	182	183	184	铁翼牛.txt																																					
2006	西域萨满.obj	1	2	1	0.15	182	183	184	西域撒满.txt																																					
2007	西域巫医.obj	1	2	1	0.15	182	183	184	西域巫医.txt																																					
2008	西域马匪.obj	1	2	1	0.15	182	183	184	西域马匪.txt																																					
2009	西域劫匪.obj	1	2	1	0.15	182	183	184	西域劫匪.txt																																					
2010	西域窃贼.obj	1	2	1	0.15	182	183	184	西域窃贼.txt																																					
2011	废墟恐蝎.obj	1	2	1	0.15	182	183	184	废墟恐蝎.txt																																					
2012	荒原蝎.obj	1	2	1	0.15	182	183	184	荒原蝎.txt																																					
2013	北方盗贼.obj	1	2	1	0.15	182	183	184	北方盗贼.txt																																					
2014	北方强盗.obj	1	2	1	0.15	182	183	184	北方强盗.txt																																					
2015	翼牛.obj	1	2	1	0.15	182	183	184	翼牛.txt																																					
2016	铁翼牛.obj	1	2	1	0.15	182	183	184	铁翼牛.txt																																					
2017	西域萨满.obj	1	2	1.2	0.15	182	183	184	西域撒满.txt																																					
2018	西域巫医.obj	1	2	1.2	0.15	182	183	184	西域巫医.txt																																					
2019	西域马匪.obj	1	2	1.2	0.15	182	183	184	西域马匪.txt																																					
2020	西域劫匪.obj	1	2	1.2	0.15	182	183	184	西域劫匪.txt																																					
2021	西域窃贼.obj	1	2	1.2	0.15	182	183	184	西域窃贼.txt																																					
2022	废墟恐蝎.obj	1	2	1.2	0.15	182	183	184	废墟恐蝎.txt																																					
2023	荒原蝎.obj	1	2	1.2	0.15	182	183	184	荒原蝎.txt																																					
2024	北方盗贼.obj	1	2	1.2	0.15	182	183	184	北方盗贼.txt																																					
2025	北方强盗.obj	1	2	1.2	0.15	182	183	184	北方强盗.txt																																					
2026	金壳冰角白龙龟.obj	1	2	2	0.15	182	183	184	白鹅.txt																																					
2027	企鹅王1.obj	1	2	1	0.15	182	183	184	企鹅王1.txt																																					
2028	变身灯笼1.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
2029	变身灯笼2.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
2030	变身灯笼3.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
2031	变身灯笼1.obj	1	2	1	0.15	182	183	184	变身灯笼1.txt																																					
2032	变身灯笼2.obj	1	2	1	0.15	182	183	184	变身灯笼2.txt																																					
2033	变身灯笼3.obj	1	2	1	0.15	182	183	184	变身灯笼3.txt																																					
2034	珍兽唐装鼠1.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
2035	珍兽唐装鼠.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
2036	珍兽唐装鼠2.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
2037	珍兽唐装鼠3.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
2038	珍兽唐装鼠4.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
2039	珍兽唐装鼠5.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
2040	珍兽唐装鼠6.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
2041	珍兽唐装鼠7.obj	1	2	1	0.15	182	183	184	白鹅.txt																																					
2042	珍兽年兽1.obj	1	2	0.85	0.15	182	183	184	白鹅.txt																																					
2043	珍兽年兽2.obj	1	2	0.85	0.15	182	183	184	白鹅.txt																																					
2044	珍兽年兽3.obj	1	2	0.85	0.15	182	183	184	白鹅.txt																																					
2045	珍兽年兽4.obj	1	2	0.85	0.15	182	183	184	白鹅.txt																																					
2046	珍兽年兽5.obj	1	2	0.85	0.15	182	183	184	白鹅.txt																																					
2047	珍兽年兽6.obj	1	2	0.85	0.15	182	183	184	白鹅.txt																																					
2048	珍兽年兽7.obj	1	2	0.85	0.15	182	183	184	白鹅.txt																																					
2049	珍兽年兽8.obj	1	2	0.85	0.15	182	183	184	白鹅.txt																																					
2050	珍兽年兽boss.obj	1	2	1	0.15	182	183	184	珍兽年兽boss.txt																																					
2051	骑乘春节白熊.obj	1	2	1	0.15	194	195	196	万能坐骑.txt																																					
2052	鸳鸯.obj	1	2	1	0.15	182	183	184	鸳鸯.txt																																					
2053	鸳鸯1.obj	1	2	1	0.15	182	183	184	鸳鸯.txt																																					
2054	鸳鸯2.obj	1	2	1	0.15	182	183	184	鸳鸯.txt																																					
2055	鸳鸯3.obj	1	2	1	0.15	182	183	184	鸳鸯.txt																																					
2056	鸳鸯4.obj	1	2	1	0.15	182	183	184	鸳鸯.txt																																					
2057	鸳鸯5.obj	1	2	1	0.15	182	183	184	鸳鸯.txt																																					
2058	鸳鸯6.obj	1	2	1	0.15	182	183	184	鸳鸯.txt																																					
2059	鸳鸯7.obj	1	2	1	0.15	182	183	184	鸳鸯.txt																																					
2060	变身二踢脚.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
2061	变身门神.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
2062	npc怪西域三头蛮1A.obj	1	2	1	0.15	182	183	184	西域三头蛮.txt																																					
2063	npc怪西域沙尘.obj	1	2	1	0.15	182	183	184	西域沙尘.txt																																					
2064	沙漠野人巫师.obj	1	2	1	0.15	182	183	184	山越祭司.txt																																					
2065	沙漠野人战士.obj	1	2	1	0.15	182	183	184	山越刀客.txt																																					
2066	沙漠野人.obj	1	2	1	0.15	182	183	184	赤脚野人.txt																																					
2067	食腐鸟.obj	1	2	1	0.15	182	183	184	食腐鸟.txt																																					
2068	npc怪西域三头蛮1A.obj	1	2	1.2	0.15	182	183	184	西域三头蛮.txt																																					
2069	npc怪西域沙尘.obj	1	2	1.2	0.15	182	183	184	西域沙尘.txt																																					
2070	沙漠野人巫师.obj	1	2	1.2	0.15	182	183	184	山越祭司.txt																																					
2071	沙漠野人战士.obj	1	2	1.2	0.15	182	183	184	山越刀客.txt																																					
2072	沙漠野人.obj	1	2	1.2	0.15	182	183	184	赤脚野人.txt																																					
2073	食腐鸟.obj	1	2	1.2	0.15	182	183	184	食腐鸟.txt																																					
2074	鸭嘴兽.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2075	鸭嘴兽1.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2076	鸭嘴兽2.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2077	鸭嘴兽3.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2078	鸭嘴兽4.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2079	鸭嘴兽5.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2080	鸭嘴兽6.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2081	鸭嘴兽7.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2082	npc立繁.obj	1	2	1	0.15	182	183	184	王语嫣.txt																																					
2083	墨镜猫1.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2084	墨镜猫2.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2085	墨镜猫3.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2086	墨镜猫4.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2087	墨镜猫5.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2088	墨镜猫6.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2089	墨镜猫7.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2090	墨镜猫8.obj	1	2	1	0.15	182	183	184	粉色北极熊.txt																																					
2094	变异翼牛.obj	1	2	1	0.15	182	183	184	翼牛.txt																																					
2095	变异铁翼牛.obj	1	2	1	0.15	182	183	184	铁翼牛.txt																																					
2096	npc西域年轻女子1.obj	1	2	1	0.15	182	183	184	银川公主.txt																																					
2097	npc西域年轻女子2.obj	1	2	1	0.15	182	183	184	王语嫣.txt																																					
2098	npc西域年轻男子1.obj	1	2	1	0.15	182	183	184	西域年轻男子1.txt																																					
2099	npc西域年轻男子2.obj	1	2	1	0.15	182	183	184	西域年轻男子2.txt																																					
2100	npc西域年轻男子3.obj	1	2	1	0.15	182	183	184	西域年轻男子3.txt																																					
2101	npc西域杂耍艺人.obj	1	2	1	0.15	182	183	184	西域杂耍艺人.txt																																					
2102	npc西域老年女子1.obj	1	2	1	0.15	182	183	184	西域老年女子1.txt																																					
2103	npc西域老年男子1.obj	1	2	1	0.15	182	183	184	西域老年男子1.txt																																					
2104	npc西域老年男子2.obj	1	2	1	0.15	182	183	184	西域老年男子2.txt																																					
2105	npc西域耍蛇人.obj	1	2	0.9	0.15	182	183	184	西域耍蛇人.txt																																					
2106	npc西域耍蛇人蛇.obj	1	2	1	0.15	182	183	184	西域耍蛇人蛇.txt																																					
2107	npc西域跳舞女子.obj	1	2	1	0.15	182	183	184	西域跳舞女子.txt																																					
2108	npc西域驼队商人.obj	1	2	1	0.15	182	183	184	西域驼队商人.txt																																					
2109	npc西域驼队骆驼.obj	1	2	1	0.15	182	183	184	西域驼队骆驼.txt																																					
2110	npc西域老年男子1a.obj	1	2	1	0.15	182	183	184	西域老年男子1.txt																																					
2111	npc西域老年男子2a.obj	1	2	1	0.15	182	183	184	西域老年男子2.txt																																					
2112	npc西域老年男子2b.obj	1	2	1	0.15	182	183	184	西域老年男子2.txt																																					
2113	npc西域年轻男子1a.obj	1	2	1	0.15	182	183	184	西域年轻男子1.txt																																					
2114	npc西域年轻男子1b.obj	1	2	1	0.15	182	183	184	西域年轻男子1.txt																																					
2115	npc西域年轻男子2a.obj	1	2	1	0.15	182	183	184	西域年轻男子2.txt																																					
2116	npc西域年轻男子3a.obj	1	2	1	0.15	182	183	184	西域年轻男子2.txt																																					
2117	npc西域年轻女子1a.obj	1	2	1	0.15	182	183	184	银川公主.txt																																					
2118	npc西域年轻女子1b.obj	1	2	1	0.15	182	183	184	银川公主.txt																																					
2119	npc西域年轻女子1c.obj	1	2	1	0.15	182	183	184	银川公主.txt																																					
2120	npc西域年轻女子2a.obj	1	2	1	0.15	182	183	184	王语嫣.txt																																					
2121	npc西域年轻女子2b.obj	1	2	1	0.15	182	183	184	王语嫣.txt																																					
2122	npc西域年轻女子2c.obj	1	2	1	0.15	182	183	184	王语嫣.txt																																					
2123	npc西域跳舞女子a.obj	1	2	1	0.15	182	183	184	西域跳舞女子.txt																																					
2124	npc西域跳舞女子b.obj	1	2	1	0.15	182	183	184	西域跳舞女子.txt																																					
2125	蹴鞠bossa.obj	1	2	1.3	0.15	182	183	184	蹴鞠Bossa.txt																																					
2126	蹴鞠bossb.obj	1	2	1.3	0.15	182	183	184	蹴鞠Bossb.txt																																					
2127	蹴鞠bossc.obj	1	2	1.3	0.15	182	183	184	蹴鞠Bossc.txt																																					
2128	篮球boss.obj	1	2	1	0.15	182	183	184	蹴鞠蓝球.txt																																					
2129	排球boss.obj	1	2	1	0.15	182	183	184	蹴鞠排球.txt																																					
2130	足球boss.obj	1	2	1	0.15	182	183	184	蹴鞠足球.txt																																					
2131	圣火台.obj	1	2	1	0.15	182	183	184	圣火台.txt																																					
2132	变身圣火传递女.obj	1	2	1	0.15	182	183	184	变身冰人.txt																																					
2133	变身圣火传递男.obj	1	2	1	0.15	185	186	187	变身冰人.txt																																					
2134	云母石人.obj	1	2	1.3	0.15	182	183	184	云母石人.txt																																					
2135	龙血石人.obj	1	2	1.8	0.15	182	183	184	花岗石人.txt																																					
2136	npc怪西域马场守卫.obj	1	2	1	0.15	182	183	184	西域马场守卫.txt																																					
2137	npc怪西域马场守卫.obj	1	2	1.2	0.15	182	183	184	西域马场守卫.txt																																					
2138	npc怪西域食腐鸟1.obj	1	2	1	0.15	182	183	184	食腐鸟.txt																																					
2139	npc怪西域食腐鸟1.obj	1	2	1.2	0.15	182	183	184	食腐鸟.txt																																					
2140	npc怪西域驯马师.obj	1	2	1	0.15	182	183	184	西域驯马师.txt																																					
2141	npc怪西域驯马师.obj	1	2	1.2	0.15	182	183	184	西域驯马师.txt																																					
2142	npc怪西域野马.obj	1	2	1.7	0.15	182	183	184	西域野马.txt																																					
2143	npc怪西域野马.obj	1	2	2	0.15	182	183	184	西域野马.txt																																					
2144	npc怪西域匈奴战士2.obj	1	2	1	0.15	182	183	184	npc怪西域匈奴战士2.txt																																					
2145	npc怪西域匈奴战士2.obj	1	2	1.2	0.15	182	183	184	npc怪西域匈奴战士2.txt																																					
2146	npc怪西域匈奴萨满2.obj	1	2	1	0.15	182	183	184	npc怪西域匈奴萨满2.txt																																					
2147	npc怪西域匈奴萨满2.obj	1	2	1.2	0.15	182	183	184	npc怪西域匈奴萨满2.txt																																					
2148	白骆驼.obj	1	2	1	0.15	203	204	205	白骆驼.txt																																					
2149	赤龙.obj	1	2	1.3	0.15	182	183	184	白鹅.txt																																					
2150	boss飘渺峰哈大霸.obj	1	2	1	0.15	182	183	184	boss飘渺峰哈大霸.txt																																					
2151	boss飘渺峰桑土公.obj	1	2	1	0.15	182	183	184	boss飘渺峰桑土公.txt																																					
2152	boss飘渺峰乌老大.obj	1	2	1	0.15	182	183	184	boss飘渺峰乌老大.txt																																					
2153	boss飘渺峰卓不凡.obj	1	2	1	0.15	182	183	184	boss飘渺峰卓不凡.txt																																					
2154	boss飘渺峰不平道人.obj	1	2	1	0.15	182	183	184	boss飘渺峰不平道人.txt																																					
2155	boss飘渺峰李秋水.obj	1	2	1.3	0.15	182	183	184	boss飘渺峰李秋水.txt																																					
2156	珍兽穷奇.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
2157	珍兽穷奇2.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
2158	珍兽穷奇3.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
2159	珍兽穷奇4.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
2160	珍兽穷奇5.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
2161	珍兽穷奇6.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
2162	珍兽穷奇7.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
2163	珍兽穷奇8.obj	1	2	1.5	0.15	182	183	184	白鹅.txt																																					
2164	珍兽白狐1.obj	1	2	1	0.15	182	183	184	珍兽白狐.txt																																					
2165	珍兽白狐2.obj	1	2	1	0.15	182	183	184	珍兽白狐.txt																																					
2166	珍兽白狐3.obj	1	2	1	0.15	182	183	184	珍兽白狐.txt																																					
2167	珍兽白狐4.obj	1	2	1	0.15	182	183	184	珍兽白狐.txt																																					
2168	珍兽白狐5.obj	1	2	1	0.15	182	183	184	珍兽白狐.txt																																					
2169	珍兽白狐6.obj	1	2	1	0.15	182	183	184	珍兽白狐.txt																																					
2170	珍兽白狐7.obj	1	2	1	0.15	182	183	184	珍兽白狐.txt																																					
2171	珍兽白狐.obj	1	2	1	0.15	182	183	184	珍兽白狐.txt																																					
2172	骑乘碧水金睛兽.obj	1	2	1.5	0.15	182	183	184	万能坐骑.txt																																					
2173	npc束河古镇沧澜.obj	1	2	1	0.15	182	183	184	npc束河古镇沧澜.txt																																					
2174	npc束河古镇哈巴.obj	1	2	1	0.15	182	183	184	npc束河古镇哈巴.txt																																					
2175	npc束河古镇金沙.obj	1	2	1	0.15	182	183	184	npc束河古镇金沙.txt																																					
2176	npc束河古镇徐霞客.obj	1	2	1	0.15	182	183	184	npc束河古镇徐霞客.txt																																					
2177	npc束河古镇玉龙.obj	1	2	1	0.15	182	183	184	npc束河古镇玉龙.txt																																					
2178	boss缥缈峰普通侠士.obj	1	2	1	0.15	182	183	184	boss缥缈峰普通侠士.txt																																					
2179	npc束河古镇跳舞者01.obj	1	2	1	0.15	182	183	184	npc束河古镇跳舞者01.txt																																					
2180	npc束河古镇跳舞者02.obj	1	2	1	0.15	182	183	184	npc束河古镇跳舞者02.txt																																					
2181	npc束河古镇跳舞者03.obj	1	2	1	0.15	182	183	184	npc束河古镇跳舞者03.txt																																					
2182	npc束河古镇跳舞者04.obj	1	2	1	0.15	182	183	184	npc束河古镇跳舞者04.txt																																					
2183	npc束河古镇跳舞者05.obj	1	2	1	0.15	182	183	184	npc束河古镇跳舞者05.txt																																					
