INT	INT	STRING	STRING	INT	INT	INT	STRING
407	1013	#879陷阵营	斩敌夺阵，勇往直前的兵卒，战场中的主力。	43	1	-1	兵行四象专属称号
408	1013	#879骁骑军	千里单骑，冲锋陷阵的勇者，战场中的精英。	43	2	-1	兵行四象专属称号
409	1013	#879纵横士#879	纵横千里，功勋卓著的将领，战场中的英才。	43	3	-1	兵行四象专属称号
410	1013	#879百胜将#879	百战百胜，破敌千军的大将，战场中的核心。	43	4	-1	兵行四象专属称号
411	1013	#879领军之帅#879	纵领千军，气盖山河的元帅，战场中的王者。	43	5	-1	兵行四象专属称号
412	1013	#878国士无双#878	所向披靡，傲世无双的国士，战场中的主宰。	43	6	-1	兵行四象专属称号
413	1013	#878天下归心#878	群雄敬仰、天下归心的帝王，战场中的传说。	43	7	-1	兵行四象专属称号
414	1012	#874英雄大会·四海英杰#875	英雄大会票选中成绩斐然。	43	2	2160	英雄大会票选中成绩斐然，夺得4-10名。
415	1012	#876英雄大会·一方逍遥#877	英雄大会票选中成绩斐然。	43	1	2160	英雄大会票选中成绩斐然，夺得11-20名。
416	1014	一世有你	2021年怀旧玩家见面会专属称号	43	1	-1	2021年怀旧玩家见面会专属称号
417	1015	#860揽锦撷芳·入骨相思#861	七夕满庭芳花序榜·鸳鸯梦送花榜第一名。	43	1	-1	七夕满庭芳花序榜·鸳鸯梦送花榜第一名。
418	1015	#858念久情长·君心我心#859	七夕满庭芳花序榜·鸳鸯梦收花榜第一名。	43	1	-1	七夕满庭芳花序榜·鸳鸯梦收花榜第一名。
419	1016	#862愿逐月华缱绻客#863	七夕活动期间累计收花188朵奖励称号。	43	1	-1	七夕活动期间累计收花188朵奖励称号。
420	1017	#868佳人影#869	执扇绰约佳人影，莞尔不言似梦中。	43	1	720	执扇绰约佳人影，莞尔不言似梦中。
421	1017	#864星眸顾#865	扇底星眸睐，一顾解相思。	43	3	-1	扇底星眸睐，一顾解相思。
422	1017	#866万芳主#867	倦起缓摇扇，一笑御万芳。	43	1	-1	倦起缓摇扇，一笑御万芳。
423	1017	#868佳人影#869	执扇绰约佳人影，莞尔不言似梦中。	43	2	2160	执扇绰约佳人影，莞尔不言似梦中。
424	1017	#864星眸顾#865	扇底星眸睐，一顾解相思。	43	1	1440	扇底星眸睐，一顾解相思。
425	1017	#864星眸顾#865	扇底星眸睐，一顾解相思。	43	2	2160	扇底星眸睐，一顾解相思。
426	1018	#852少林真传·罗汉#853	愿渡凡世恶，摧伏邪魔道。	43	1	-1	愿渡凡世恶，摧伏邪魔道。
427	1018	#852少林真传·金刚#853	愿承火宅苦，慈护众生相。	43	1	-1	愿承火宅苦，慈护众生相。
428	1018	#852明教真传·天罗#853	天罗织就罢，一念覆坤舆。	43	1	-1	天罗织就罢，一念覆坤舆。
429	1018	#852明教真传·血戾#853	残息濒绝境，焚血戮仇雠。	43	1	-1	残息濒绝境，焚血戮仇雠。
430	1018	#852丐帮真传·酒狂#853	醺然抬眼望，浩歌嘲斜阳。	43	1	-1	醺然抬眼望，浩歌嘲斜阳。
431	1018	#852丐帮真传·行侠#853	一任义气满，行侠世无双。	43	1	-1	一任义气满，行侠世无双。
432	1018	#852武当真传·凭虚#853	纵苇天地去，桂棹欸乃远。	43	1	-1	纵苇天地去，桂棹欸乃远。
433	1018	#852武当真传·摘星#853	且摘北辰光，绿漪琼杯酿。	43	1	-1	且摘北辰光，绿漪琼杯酿。
434	1018	#852峨嵋真传·沁芳#853	风回馨愈染，渲得满庭芳。	43	1	-1	风回馨愈染，渲得满庭芳。
435	1018	#852峨嵋真传·清音#853	轻啼穿初晓，清泠有佳音。	43	1	-1	轻啼穿初晓，清泠有佳音。
436	1018	#852星宿真传·寒冥#853	寒波渡秋雨，飞雪扰青冥。	43	1	-1	寒波渡秋雨，飞雪扰青冥。
437	1018	#852星宿真传·九厄#853	九天夺星辉，厄海困凡尘。	43	1	-1	九天夺星辉，厄海困凡尘。
438	1018	#852天龙真传·龙威#853	苍龙威犹在，唯我真英雄。	43	1	-1	苍龙威犹在，唯我真英雄。
439	1018	#852天龙真传·菩天#853	菩提非明净，天人一念间。	43	1	-1	菩提非明净，天人一念间。
440	1018	#852天山真传·霜凝#853	清晖凝寒露，冷霜拂剑身。	43	1	-1	清晖凝寒露，冷霜拂剑身。
441	1018	#852天山真传·雪隐#853	寒夜不见雪，暗隐山林间。	43	1	-1	寒夜不见雪，暗隐山林间。
442	1018	#852逍遥真传·逸仙#853	乘风逸四海，寻仙问长生。	43	1	-1	乘风逸四海，寻仙问长生。
443	1018	#852逍遥真传·明鬼#853	世有聪明士，鬼神谓有乎？	43	1	-1	世有聪明士，鬼神谓有乎？
444	1019	#856天龙女神·守护骑士#857	我愿永远，守护你的梦。	43	1	720	我愿永远，守护你的梦。
445	1020	#854且酿陈酒·共话江湖#851	诉剑影，叙刀光，且将恩仇一梦酿；思故人，忆旧往，醺然共话江湖长。	43	1	-1	诉剑影，叙刀光，且将恩仇一梦酿；思故人，忆旧往，醺然共话江湖长。
446	12	曼陀侠士	曼陀初级男弟子。	21	1	-1	曼陀男弟子默认给予的称号。
447	12	凝徽琴师	曼陀中级男弟子。	21	2	-1	曼陀男弟子的师门贡献度达到1000给予的称号。
448	12	拂晓琴宗	曼陀高级男弟子。	21	3	-1	曼陀男弟子的师门贡献度达到2500给予的称号。
449	12	渡情琴仙	曼陀资深男弟子。	21	4	-1	曼陀男弟子的师门贡献度达到5000给予的称号。
450	12	曼陀侠女	曼陀初级女弟子。	21	1	-1	曼陀女弟子默认给予的称号。
451	12	聆韵琴师	曼陀中级女弟子。	21	2	-1	曼陀女弟子的师门贡献度达到1000给予的称号。
452	12	清照琴宗	曼陀高级女弟子。	21	3	-1	曼陀女弟子的师门贡献度达到2500给予的称号。
453	12	观情琴仙	曼陀资深女弟子。	21	4	-1	曼陀女弟子的师门贡献度达到5000给予的称号。
454	1021	#850竹涧轻觞会知交#855	畅叙不觉天光易，竹影拂弦和醉歌。为参加2021年新天龙八部嘉年华活动的侠士们，特别准备的永久稀有称号。	43	1	-1	成功使用天龙长舟锦盒或天龙苍鸿锦盒后获得。
455	1022	#725暖心小甜饼#726	甜美是你，温暖是你，才下齿间，又入心底。	43	1	-1	打开2021年感恩节金瓜糯糯何处寻活动的意犹未尽礼获得。
456	1022	#727绝美小甜饼#728	震惊！这是什么绝美小甜饼！	43	1	-1	打开2021年感恩节金瓜糯糯何处寻活动的心满意足礼获得。
457	1023	#729万夫莫敌·虎慑#730	万夫莫敌，屹立于长留山之巅。	43	1	1440	剑纵山河赛季结束时，处于虎慑组排名第1-3名的少侠，可获得此称号。
458	1023	#731所向披靡·虎慑#732	所向披靡，屹立于长留山之巅。	43	1	1440	剑纵山河赛季结束时，处于虎慑组排名第4-9名的少侠，可获得此称号。
459	1023	#733锐不可挡·虎慑#734	锐不可挡，屹立于长留山之巅。	43	1	1440	剑纵山河赛季结束时，处于虎慑组排名第10-30名的少侠，可获得此称号。
460	1023	#735独步天下·龙威#736	独步天下，屹立于长留山之巅。	43	1	1440	剑纵山河赛季结束时，处于龙威组排名第1-3名的少侠，可获得此称号。
461	1023	#737剑荡九州·龙威#738	剑荡九州，屹立于长留山之巅。	43	1	1440	剑纵山河赛季结束时，处于龙威组排名第4-9名的少侠，可获得此称号。
462	1023	#739剑啸一方·龙威#740	剑啸一方，屹立于长留山之巅。	43	1	1440	剑纵山河赛季结束时，处于龙威组排名第10-30名的少侠，可获得此称号。
463	1024	#741一曲证心·炽恋不移#742	我该用什么样的歌，颂扬你流转的目光？懵懂莽撞，炽烈昂扬。	43	1	-1	情人节浪漫奏鸣三部曲终章·天琴泪送花榜第一名获得。
464	1024	#743倾世眷恋·爱之华章#744	我该用什么样的爱，回应你绵长的心意？今生不离，来世不移。	43	1	-1	情人节浪漫奏鸣三部曲终章·天琴泪收花榜第一名获得。
465	1025	#745玫瑰歌者#746	手持玫瑰的歌者，在有情人心上流浪。	43	1	-1	情人节活动期间累计收花188朵奖励称号。
466	1023	#747技冠群雄·鹰扬#748	技冠群雄，屹立于长留山之巅。	43	1	1440	剑纵山河赛季结束时，处于鹰扬组排名第1-3名的少侠，可获得此称号。
467	1023	#749骁勇善战·鹰扬#750	骁勇善战，屹立于长留山之巅。	43	1	1440	剑纵山河赛季结束时，处于鹰扬组排名第4-9名的少侠，可获得此称号。
468	1023	#751临锋不惧·鹰扬#752	临锋不惧，屹立于长留山之巅。	43	1	1440	剑纵山河赛季结束时，处于鹰扬组排名第10-30名的少侠，可获得此称号。
469	1026	言隐士	花灯隐语活动的称号奖励。解谜达人的象征。	43	1	4320	花灯隐语活动中，完成活动任务3次领取的称号
470	1026	谜隐绣虎	花灯隐语活动的称号奖励。解谜专家的象征。	43	1	4320	花灯隐语活动中，完成活动任务6次领取的称号
471	1026	灯隐闻潮信	花灯隐语活动的称号奖励。解谜超人的象征。	43	1	4320	花灯隐语活动中，完成活动任务9次领取的称号
472	1027	青丘访云者	叩岩问泉，访云山中。	43	1	-1	使用10枚青丘佩进行兑换可以获得
473	1027	青丘沐风客	群山踏遍，高台沐风。	43	1	-1	使用30枚青丘佩进行兑换可以获得
474	1027	青丘饮霞卿	拢手为樽，饮霞大醉。	43	1	-1	使用90枚青丘佩进行兑换可以获得
475	1027	青丘醉梦仙	且醉且歌，恍然如梦。	43	1	-1	使用180枚青丘佩进行兑换可以获得
476	1027	青丘远尘尊	远尘淡墨，倏忽山海。	43	1	-1	使用300枚青丘佩进行兑换可以获得
477	1028	#753少林第一人#754	少林外门，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
478	1028	#753少林入室第一人#754	少林入室，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
479	1028	#753少林亲传第一人#754	少林亲传，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
480	1028	武当第一人#754	武当外门，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
481	1028	#753武当入室第一人#754	武当入室，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
482	1028	#753武当亲传第一人#754	武当亲传，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
483	1028	#753峨嵋第一人#754	峨嵋外门，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
484	1028	#753峨嵋入室第一人#754	峨嵋入室，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
485	1028	#753峨嵋亲传第一人#754	峨嵋亲传，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
486	1028	#753星宿第一人#754	星宿外门，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
487	1028	#753星宿入室第一人#754	星宿入室，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
488	1028	#753星宿亲传第一人#754	星宿亲传，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
489	1028	#753明教第一人#754	明教外门，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
490	1028	#753明教入室第一人#754	明教入室，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
491	1028	#753明教亲传第一人#754	明教亲传，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
492	1028	#753天龙第一人#754	天龙外门，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
493	1028	#753天龙入室第一人#754	天龙入室，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
494	1028	#753天龙亲传第一人#754	天龙亲传，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
495	1028	#753逍遥第一人#754	逍遥外门，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
496	1028	#753逍遥入室第一人#754	逍遥入室，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
497	1028	#753逍遥亲传第一人#754	逍遥亲传，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
498	1028	#753丐帮第一人#754	丐帮外门，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
499	1028	#753丐帮入室第一人#754	丐帮入室，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
500	1028	#753丐帮亲传第一人#754	丐帮亲传，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
501	1028	#753天山第一人#754	天山外门，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
502	1028	#753天山入室第一人#754	天山入室，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
503	1028	#753天山亲传第一人#754	天山亲传，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
504	1028	#755少林凌云者#756	少林外门，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
505	1028	#755少林入室凌云者#756	少林入室，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
506	1028	#755少林亲传凌云者#756	少林亲传，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
507	1028	#755武当凌云者#756	武当外门，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
508	1028	#755武当入室凌云者#756	武当入室，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
509	1028	#755武当亲传凌云者#756	武当亲传，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
510	1028	#755峨嵋凌云者#756	峨嵋外门，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
511	1028	#755峨嵋入室凌云者#756	峨嵋入室，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
512	1028	#755峨嵋亲传凌云者#756	峨嵋亲传，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
513	1028	#755星宿凌云者#756	星宿外门，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
514	1028	#755星宿入室凌云者#756	星宿入室，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
515	1028	#755星宿亲传凌云者#756	星宿亲传，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
516	1028	#755明教凌云者#756	明教外门，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
517	1028	#755明教入室凌云者#756	明教入室，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
518	1028	#755明教亲传凌云者#756	明教亲传，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
519	1028	#755天龙凌云者#756	天龙外门，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
520	1028	#755天龙入室凌云者#756	天龙入室，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
521	1028	#755天龙亲传凌云者#756	天龙亲传，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
522	1028	#755逍遥凌云者#756	逍遥外门，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
523	1028	#755逍遥入室凌云者#756	逍遥入室，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
524	1028	#755逍遥亲传凌云者#756	逍遥亲传，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
525	1028	#755丐帮凌云者#756	丐帮外门，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
526	1028	#755丐帮入室凌云者#756	丐帮入室，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
527	1028	#755丐帮亲传凌云者#756	丐帮亲传，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
528	1028	#755天山凌云者#756	天山外门，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
529	1028	#755天山入室凌云者#756	天山入室，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
530	1028	#755天山亲传凌云者#756	天山亲传，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
531	1028	#757少林登峰者#758	少林外门，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
532	1028	#757少林入室登峰者#758	少林入室，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
533	1028	#757少林亲传登峰者#758	少林亲传，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
534	1028	#757武当登峰者#758	武当外门，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
535	1028	#757武当入室登峰者#758	武当入室，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
536	1028	#757武当亲传登峰者#758	武当亲传，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
537	1028	#757峨嵋登峰者#758	峨嵋外门，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
538	1028	#757峨嵋入室登峰者#758	峨嵋入室，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
539	1028	#757峨嵋亲传登峰者#758	峨嵋亲传，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
540	1028	#757星宿登峰者#758	星宿外门，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
541	1028	#757星宿入室登峰者#758	星宿入室，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
542	1028	#757星宿亲传登峰者#758	星宿亲传，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
543	1028	#757明教登峰者#758	明教外门，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
544	1028	#757明教入室登峰者#758	明教入室，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
545	1028	#757明教亲传登峰者#758	明教亲传，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
546	1028	#757天龙登峰者#758	天龙外门，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
547	1028	#757天龙入室登峰者#758	天龙入室，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
548	1028	#757天龙亲传登峰者#758	天龙亲传，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
549	1028	#757逍遥登峰者#758	逍遥外门，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
550	1028	#757逍遥入室登峰者#758	逍遥入室，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
551	1028	#757逍遥亲传登峰者#758	逍遥亲传，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
552	1028	#757丐帮登峰者#758	丐帮外门，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
553	1028	#757丐帮入室登峰者#758	丐帮入室，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
554	1028	#757丐帮亲传登峰者#758	丐帮亲传，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
555	1028	#757天山登峰者#758	天山外门，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
556	1028	#757天山入室登峰者#758	天山入室，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
557	1028	#757天山亲传登峰者#758	天山亲传，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
558	1035	#759少林大弟子#760	以武参禅，心外寻佛	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
559	1035	#759少林明相大弟子#760	以武见禅，明心见相	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
560	1035	#759少林入禅大弟子#760	以武入禅，心现佛陀	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
561	1035	#759武当大弟子#760	立人之道，曰仁与义	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
562	1035	#759武当地煞大弟子#760	立地之道，曰柔与刚	43	1	336	冠军师门·举贤中获第一名的少侠，可获得此称号。
563	1035	#759武当天罡大弟子#760	立天之道，曰阴与阳	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
564	1035	#759峨嵋大弟子#760	俊俏峨眉，秀峰矗立	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
565	1035	#759峨嵋飞霞大弟子#760	隽永峨眉，飞霞南来	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
566	1035	#759峨嵋金顶大弟子#760	浩然峨眉，金顶佛光	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
567	1035	#759星宿大弟子#760	用毒高手，生灵寂灭	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
568	1035	#759星宿枯地大弟子#760	星宿剧毒，大地荒枯	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
569	1035	#759星宿坠天大弟子#760	五毒俱全，天星陨坠	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
570	1035	#759明教大弟子#760	熊熊烽火，夜中明炬	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
571	1035	#759明教烈焰大弟子#760	连天烈焰，势不可挡	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
572	1035	#759明教圣火大弟子#760	炼世圣火，众生俯首	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
573	1035	#759天龙大弟子#760	见龙在田，万夫莫挡	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
574	1035	#759天龙战国大弟子#760	龙战于野，咫尺敌国	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
575	1035	#759天龙傲世大弟子#760	飞龙入天，傲然世间	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
576	1035	#759逍遥大弟子#760	无愁无忧，逍遥自在	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
577	1035	#759逍遥无我大弟子#760	无身无我，逍遥人间	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
578	1035	#759逍遥无天大弟子#760	无法无天，逍遥无极	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
579	1035	#759丐帮大弟子#760	巧力驱狼，拳脚熟稔	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
580	1035	#759丐帮擒虎大弟子#760	醉中擒虎，拳脚精湛	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
581	1035	#759丐帮降龙大弟子#760	酣战降龙，拳脚无双	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
582	1035	#759天山大弟子#760	天山寒水，门派豪杰	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
583	1035	#759天山清雪大弟子#760	天山清雪，人中龙凤	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
584	1035	#759天山玄冰大弟子#760	天山玄冰，绝世天骄	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
585	1029	#761同心同梦筑江湖#762	《新天龙八部》玩家策划团活动的专属称号。	43	1	720	参与《新天龙八部》玩家策划团活动可获得。
586	1018	#852曼陀真传·晚籁#853	万壑含晚籁，啁啾苍翠间。	43	1	-1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。
587	1018	#852曼陀真传·昭明#853	玄夜几时尽？翘首待昭明。	43	1	-1	完成武道引导任务·详参武道得真传，成为门派真传弟子后可获得。
588	1030	雁门驱狼者	黄砂狂舞，伏虎驱狼。	43	1	-1	使用2枚雁门令进行兑换可以获得
589	1030	雁门策鹰者	玉门路远，策鹰高歌。	43	1	-1	使用10枚雁门令进行兑换可以获得
590	1030	雁门酣酒士	向风酣酒，负沙吟诗。	43	1	-1	使用30枚雁门令进行兑换可以获得
591	1030	雁门傲月客	风啸天野，孤客傲月。	43	1	-1	使用60枚雁门令进行兑换可以获得
592	1030	雁门苍漠主	无际苍漠，我主天下。	43	1	-1	使用100枚雁门令进行兑换可以获得
593	1031	#763皎皎河汉·迢迢诉情#764	七夕星河花序榜·银汉渡送花榜第一名。	43	1	-1	七夕星河花序榜·银汉渡送花榜第一名获得。
594	1032	#765盈盈水间·朝朝慕情#766	七夕星河花序榜·银汉渡收花榜第一名。	43	1	-1	七夕星河花序榜·银汉渡收花榜第一名获得。
595	1033	#767更漏未歇一心人#768	七夕活动期间累计收花188朵奖励称号。	43	1	-1	七夕活动期间累计收花188朵奖励称号可获得。
596	1034	#769塞外绝尘·大宗师#770	翻手为云，覆手为雨，在雁门论武竞速中获得第一名的队伍可领取。	43	1	168	在雁门论武竞速中获得第一名的队伍可领取。
597	1034	#771塞外绝尘·凌霄客#772	凌绝天下，唯我独尊，在雁门论武竞速中获得第二名的队伍可领取。	43	1	168	在雁门论武竞速中获得第二名的队伍可领取。
598	1034	#773塞外绝尘·惊鸣者#774	宁鸣而生，不默而死，在雁门论武竞速中获得第三名的队伍可领取。	43	1	168	在雁门论武竞速中获得第三名的队伍可领取。
599	1028	#753曼陀山庄第一人#754	曼陀外门，问鼎师门。	43	1	336	冠绝师门·问鼎中获得第1名的少侠，可获得此称号。
600	1028	#755曼陀山庄凌云者#756	曼陀外门，凌云显锋。	43	1	336	冠绝师门·问鼎中获得第2名的少侠，可获得此称号。
601	1028	#757曼陀山庄登峰者#758	曼陀外门，登峰豪志。	43	1	336	冠绝师门·问鼎中获得4强的少侠，可获得此称号。
602	1035	#759曼陀大弟子#760	灵韵于琴，诛情与心。	43	1	336	冠军师门·举贤中获第1名的少侠，可获得此称号。
603	1036	#775清风觥筹遇旧友#776	推杯豪谈无罄时，何啻一日大千知。为参加2022年新天龙八部嘉年华活动的侠士们，特别准备的永久稀有称号。	43	1	-1	成功使用天龙明玒锦盒或天龙明玑锦盒后获得。
604	1037	破煞渡厄·头陀	既度杀星，苍生得救。在新杀星-苍山破煞获得第一名的队伍可领取。	43	1	168	在新杀星-苍山破煞获得第一名的队伍可领取。
605	1037	破煞渡厄·护法	既度杀星，苍生得救。在新杀星-苍山破煞获得第二名的队伍可领取。	43	1	168	在新杀星-苍山破煞获得第二名的队伍可领取。
606	1037	破煞渡厄·行者	既度杀星，苍生得救。在新杀星-苍山破煞获得第三名的队伍可领取。	43	1	168	在新杀星-苍山破煞获得第三名的队伍可领取。
607	1038	嵩嵩牵此心	江湖路高远，嵩嵩牵此心。许嵩歌迷的真爱凭证。	43	1	-1	成功使用爱嵩纯粹礼后可得称号。
608	1039	九州豪侠同祝酒	豪侠祝酒，九州同游。打开群侠欢至礼所得称号。	43	1	720	成功使用群侠欢至礼后可得称号。
